"","gene","logFC","AveExpr","t","P.Value","adj.P.Val","seq","gene_len","blast","diamond","interpro","anno","length","b.status.final","cov.04v13","b.status","b.status.asn","b.status.kmer"
"1264","g7557",5.01556535432674,0.803085774562819,4.87141423097332,2.72734063083122e-05,0.000404548334552647,"scaffold_16",429,NA,NA,NA,"N",2210925,"A",0.0243750155301392,"A","A","A"
"1265","g19390",-2.57845509187985,0.527643313489436,-4.86565988050065,2.76112283774319e-05,0.000409235510552151,"scaffold_7",1235,NA,"J9JMI0","Ecdysteroid kinase","Y",2872801,"A",0.125011332074952,"A","A","A"
"1266","g2004",-3.98531207495183,-0.211301501096125,-4.86238358780229,2.78547214299729e-05,0.000412518303389069,"scaffold_581",1392,NA,"J9MAL5","Major Facilitator Superfamily","Y",161916,"A",-0.485206599693474,"A","A","A"
"1267","g23153",-4.85318672968127,-0.300229656890642,-4.86123311012981,2.79817223768972e-05,0.000414072070121898,"scaffold_64",605,"SARM1_DROME","A0A1B0AIF7","TIR domain","Y",1337888,"A",-0.123423951579919,"A","A","A"
"1268","g927",3.04647612144613,-1.19141088260236,4.85928497509349,2.80673533878529e-05,0.000415011678760926,"scaffold_1031",2372,NA,NA,NA,"N",23702,"A",-0.1648958,"A","A","A"
"1269","g6581",-2.65791128444709,0.69252600715935,-4.85853312467508,2.812121735737e-05,0.000415480460388755,"scaffold_52",879,NA,NA,"Eukaryotic-type carbonic anhydrase","Y",1435599,"A",-0.134785747536566,"A","A","A"
"1270","g18736",-3.01127162395431,1.42542274250621,-4.8490882073682,2.88119913227881e-05,0.000425318801321271,"scaffold_114",532,NA,NA,NA,"N",1045659,"A",-0.645628229182483,"A","A","A"
"1271","g15675",5.23693849760996,-0.616571572061232,4.85007118925675,2.88364304869475e-05,0.000425318801321271,"scaffold_674",979,NA,NA,NA,"N",95006,"A",-0.151717245499156,"A","A","A"
"1272","g7269",-2.46102761727867,3.02060652711065,-4.84850025036445,2.88551664238443e-05,0.000425318801321271,"scaffold_17",1271,"CYSP3_HOMAM","A0A3B4C9I2","Papain family cysteine protease,Cathepsin propeptide inhibitor domain (I29)","Y",2133015,"A",-0.178589466439256,"A","A","A"
"1273","g21192",1.49434972332337,4.23326863091974,4.84733990577166,2.8941274571673e-05,0.000426252911975095,"scaffold_98",434,NA,NA,"BCL7, N-terminal conserver region","Y",1127684,"A",0.24514465794487,"A","A","A"
"1274","g10054",5.29961192909178,0.000114737556860145,4.84744536611942,2.90398598146246e-05,0.000427369177130609,"scaffold_130",1483,NA,NA,NA,"N",951268,"A",-0.10271352240861,"A","A","A"
"1275","g10378",-2.9486206564676,4.0368546088879,-4.84242476938843,2.93092236467612e-05,0.000430995007178923,"scaffold_159",1287,NA,NA,NA,"N",848934,"A",-0.157158056960454,"A","A","A"
"1276","g6128",4.80674433824661,1.71548911335673,4.84144925786079,2.94372490977718e-05,0.000432538388192887,"scaffold_5",2867,NA,NA,"Leucine rich repeat","Y",2912966,"A",-0.512436122659878,"A","A","A"
"1277","g21269",-3.28385237210255,3.19045909234144,-4.83975687630356,2.95117478048225e-05,0.000433293468749113,"scaffold_43",411,NA,NA,NA,"N",1553300,"A",-0.218640756987725,"A","A","A"
"1278","g16595",-2.61745679442072,2.15077149418756,-4.83912844705865,2.95581777933087e-05,0.000433389449824,"scaffold_154",2764,"RCBT1_HUMAN","K1QBL7","BTB/POZ domain,Regulator of chromosome condensation (RCC1) repeat","Y",869335,"A",-0.39327119754787,"A","A","A"
"1279","g7359",5.80864131685547,2.52852563185522,4.84157664553241,2.95645157781693e-05,0.000433389449824,"scaffold_149",1656,NA,NA,"Insect cuticle protein","Y",892767,"A",-0.0260733349111462,"A","A","A"
"1280","g33",4.13802993239978,-2.75824694193744,4.8387431089808,2.96033595304334e-05,0.000433619834246951,"scaffold_93",383,NA,NA,NA,"N",1182508,"A",0.201287524430213,"A","A","A"
"1281","g16253",4.79326282754386,0.693247142848117,4.83817374386107,2.96849769645187e-05,0.000434475904065388,"scaffold_629",933,NA,NA,NA,"N",125041,"A",-0.640069285233671,"A","A","A"
"1282","g18260",-2.6996474341035,4.8158446485596,-4.83471832349871,2.98949354675399e-05,0.000437207601467165,"scaffold_381",1829,NA,NA,NA,"N",349709,"A",-0.372929137932683,"A","A","A"
"1283","g14737",-1.95266663206945,5.99319910168255,-4.8311218860109,3.01723133346092e-05,0.000440920267116593,"scaffold_397",959,"CYSK_SALTY","W0HR37","Pyridoxal-phosphate dependent enzyme","Y",321721,"A",-0.0575941140655367,"A","A","A"
"1284","g14606",1.73268130661422,4.48327322801889,4.82848952241719,3.03770235308323e-05,0.00044356605465699,"scaffold_96",865,NA,NA,"DNA double-strand break repair and V(D)J recombination protein XRCC4","Y",1138600,"A",-0.438725749965217,"A","A","A"
"1285","g2501",-2.10259475399768,7.12172818126112,-4.82804464513476,3.04117578973658e-05,0.000443727664449581,"scaffold_49",370,NA,NA,NA,"N",1467153,"A",-0.211051068802704,"A","A","A"
"1286","g10790",-2.74460581811746,0.227364831639987,-4.82456922914658,3.06845743051259e-05,0.000447360096148371,"scaffold_270",1201,NA,"J9M8G2","Galactose-3-O-sulfotransferase","Y",511095,"A",-0.121600324407828,"A","A","A"
"1287","g16306",-2.8959415605373,3.00209451181547,-4.82306610857989,3.08034202933297e-05,0.000448743843884723,"scaffold_77",370,NA,NA,NA,"N",1239985,"A",-0.119683691089743,"A","A","A"
"1288","g5707",-1.70943439171295,5.13350677922416,-4.82203094759614,3.08852093452739e-05,0.000449416389613592,"scaffold_105",1525,"ROR1_DROME","A0A067RMT3","Protein tyrosine kinase","Y",1084854,"A",0.180081957437321,"A","A","A"
"1289","g19817",-5.98654052963489,0.980846176881008,-4.82492281728522,3.08975265993877e-05,0.000449416389613592,"scaffold_60",1634,"MALT_CULPI","J9K803","Alpha amylase, catalytic domain","Y",1353332,"A",-0.321423965690676,"A","A","A"
"1290","g4067",-3.34408912928606,3.91002493503542,-4.82010029431661,3.1040512781641e-05,0.000451146181506192,"scaffold_70",396,NA,NA,"Macrophage migration inhibitory factor (MIF)","Y",1292812,"A",0.0355374230577261,"A","A","A"
"1291","g12358",2.38114272336264,3.81261797583314,4.81792988063094,3.12123227456435e-05,0.000453291897101526,"scaffold_231",1275,NA,"J9JZB7","Carboxylesterase family","Y",613014,"A",-0.234883301918919,"A","A","A"
"1292","g9821",-3.26121957401013,3.47435145464129,-4.8173423705717,3.12607412119282e-05,0.000453325468145889,"scaffold_47",1125,"CATB_PONAB","A0A1J1IT42","Papain family cysteine protease","Y",1504070,"A",-0.0490009644108124,"A","A","A"
"1293","g345",-3.08567270397789,1.05281891549169,-4.81709656315206,3.12798136912506e-05,0.000453325468145889,"scaffold_42",1662,"VNNL1_DROME","A0A3Q0ILZ0","Carbon-nitrogen hydrolase","Y",1571520,"A",-0.296515022661438,"A","A","A"
"1294","g13108",2.37459420656585,5.31239316126882,4.81699754582592,3.12871702907238e-05,0.000453325468145889,"scaffold_13",1234,"ABHD2_DROME","K7ILT9","Alpha/beta hydrolase family","Y",2344678,"A",0.0805657756356739,"A","A","A"
"1295","g9442",4.00464649072277,1.09682760308101,4.81637732651172,3.13497990632578e-05,0.000453882148754456,"scaffold_340",3005,"TRPV6_HUMAN","T1HDJ1","Ankyrin repeat,Ion transport protein","Y",392074,"A",0.344113548657737,"A","A","A"
"1296","g22956",-3.199618766192,-1.66732582017369,-4.81402193392138,3.15282631774666e-05,0.000456113739440063,"scaffold_834",764,NA,NA,NA,"N",38341,"A",-0.7697604282814,"A","A","A"
"1297","g17552",-2.45603001911169,3.77907806892965,-4.81138291527986,3.17417425735166e-05,0.000458848058219633,"scaffold_41",1257,"IVD_RAT","A0A067R9Z1","Acyl-CoA dehydrogenase, N-terminal domain,Acyl-CoA dehydrogenase, C-terminal domain,Acyl-CoA dehydrogenase, middle domain","Y",1577355,"A",0.165154939362944,"A","A","A"
"1298","g14321",-3.52519594820801,4.70979552581159,-4.8088237524963,3.19545413191187e-05,0.000461568332197347,"scaffold_24",1708,NA,NA,NA,"N",1928806,"A",-0.0748349104953836,"A","A","A"
"1299","g4996",-2.88945556888716,2.38393262136635,-4.80673399847279,3.21233593132462e-05,0.000463649625684413,"scaffold_176",1841,"DHGL_DROPS","A0A1D2MH79","GMC oxidoreductase","Y",803147,"A",-0.0447752342410804,"A","A","A"
"1300","g6985",-1.78315103807321,7.08615465957304,-4.80562820847138,3.22145119930306e-05,0.000464607604121023,"scaffold_26",1215,NA,NA,NA,"N",1877544,"A",-0.164714787764214,"A","A","A"
"1301","g5000",-3.63363244138433,0.815285754935648,-4.80532744653361,3.2244302154253e-05,0.000464629733172283,"scaffold_176",1841,"DHGL_DROME","A0A2P8ZHS7","GMC oxidoreductase","Y",803147,"A",-0.0447752342410804,"A","A","A"
"1302","g12635",2.22893376057834,0.782900945218184,4.8050113483497,3.22656095039902e-05,0.000464629733172283,"scaffold_116",2009,NA,"A0A067R6W5","Leucine rich repeat,Immunoglobulin I-set domain","Y",1023870,"A",0.0100745727642176,"A","A","A"
"1303","g14342",-4.54357614181193,-0.278937005898,-4.799037650276,3.28058607282064e-05,0.000472046878582611,"scaffold_24",1168,NA,NA,"Carboxylesterase family","Y",1928806,"A",-0.0748349104953836,"A","A","A"
"1304","g9817",-3.02538106239686,4.03585381178705,-4.79807531243565,3.28462569641222e-05,0.000472265699248717,"scaffold_47",990,"CATB_SHEEP","B7P3P1","Papain family cysteine protease","Y",1504070,"A",-0.0490009644108124,"A","A","A"
"1305","g10090",5.7629976865951,1.23349278579291,4.79814533056229,3.3052025598729e-05,0.000474860098046414,"scaffold_130",927,NA,NA,"Ribonuclease T2 family","Y",951268,"A",-0.10271352240861,"A","A","A"
"1306","g16560",-2.82107442027961,0.156726253569142,-4.79411141875786,3.3182174737262e-05,0.00047636492660714,"scaffold_213",559,NA,NA,"Domain of unknown function (DUF4781)","Y",663385,"A",0.0231433697190854,"A","A","A"
"1307","g6848",-2.35897651534591,2.02788684765881,-4.7898919607287,3.35437209329996e-05,0.00048118685828065,"scaffold_81",687,NA,NA,"Sugar (and other) transporter","Y",1225220,"A",0.2151287278652,"A","A","A"
"1308","g22888",-4.1118349460526,0.268857871454639,-4.78730926250823,3.37852757102011e-05,0.000484281448234374,"scaffold_37",873,NA,NA,"Eukaryotic-type carbonic anhydrase","Y",1648890,"A",-0.516654036222865,"A","A","A"
"1309","g10128",-3.25294972243639,7.53960433754446,-4.78284226677671,3.41583144967335e-05,0.000488901179863963,"scaffold_130",3939,"PXDN_DROME","A0A482V9F4","Animal haem peroxidase,Leucine rich repeat,Immunoglobulin domain,Immunoglobulin I-set domain","Y",951268,"A",-0.10271352240861,"A","A","A"
"1310","g18762",-2.80206667780818,0.087979771551066,-4.78245403753171,3.4191147717148e-05,0.000488901179863963,"scaffold_114",562,NA,NA,NA,"N",1045659,"A",-0.645628229182483,"A","A","A"
"1311","g10795",-3.65769236417082,-0.348004497878645,-4.78244805271637,3.419724927232e-05,0.000488901179863963,"scaffold_270",853,"ELOV6_HUMAN","A0A0L0CCK8","GNS1/SUR4 family","Y",511095,"A",-0.121600324407828,"A","A","A"
"1312","g16540",-2.58330402732264,0.638951379167491,-4.78221685606001,3.42118698587402e-05,0.000488901179863963,"scaffold_25",1377,"MEIOB_MACFA","A0A067RAZ3",NA,"Y",1916934,"A",0.236780893783439,"A","A","A"
"1313","g17806",2.1153642440244,2.94660951923715,4.78162175632327,3.42641883150205e-05,0.000489275907630099,"scaffold_295",645,"BHE22_XENTR","A0A1S3D3L0","Helix-loop-helix DNA-binding domain","Y",464503,"B2",0.445260673936596,"B.loose","A","A"
"1314","g21537",-2.24461639556001,2.08758136476084,-4.7796673738981,3.44367038430687e-05,0.000491365114424426,"scaffold_489",3250,"FGFR3_DANRE","A0A444SUH9","Protein tyrosine kinase,Sema domain,IPT/TIG domain","Y",233949,"A",0.0297003039167922,"A","A","A"
"1315","g13190",-3.31629919335445,-0.171264487970824,-4.77857849364281,3.45350446560623e-05,0.000492393575860466,"scaffold_966",2918,"FGFR3_DANRE","A0A194RMP5","Sema domain,Protein tyrosine kinase,IPT/TIG domain","Y",26636,"A",-1.98958391492791,"A","A","A"
"1316","g9996",-2.69193690875044,4.07273427100203,-4.77594077727323,3.47681516597355e-05,0.000495340482878709,"scaffold_53",1733,NA,NA,"Predicted AAA-ATPase","Y",1421213,"A",0.15328615067164,"A","A","A"
"1317","g4995",-2.91139532738211,2.02398296650338,-4.77521877913623,3.48329413645105e-05,0.000495886725621265,"scaffold_176",1610,"ESTE_MYZPE","J9K056","Carboxylesterase family","Y",803147,"A",-0.0447752342410804,"A","A","A"
"1318","g18003",-2.92270560173245,3.42525411227715,-4.77469455562138,3.48799172738713e-05,0.000496178732145534,"scaffold_457",1162,"ACY1A_RAT","J9JSX0","Peptidase family M20/M25/M40,Peptidase dimerisation domain","Y",257628,"A",0.241774623415164,"A","A","A"
"1319","g6558",2.39625203199925,4.69979232121227,4.77236640924821,3.50889085144922e-05,0.000498773271977418,"scaffold_52",2182,NA,NA,NA,"N",1435599,"A",-0.134785747536566,"A","A","A"
"1320","g9295",-5.29788062458839,0.861795160713433,-4.77089183685106,3.53607063376554e-05,0.000502255972064167,"scaffold_58",2350,NA,"A0A261DAX9","Predicted AAA-ATPase","Y",1360862,"A",0.0579718002319447,"A","A","A"
"1321","g14836",2.67856704426358,-0.544152412377459,4.76842809319388,3.54459177587539e-05,0.000503085171884085,"scaffold_361",2168,NA,"A0A2J7RND0",NA,"Y",370872,"A",0.292584848922786,"A","A","A"
"1322","g16177",4.4163897682332,3.22094532795333,4.7596820426782,3.62892917978958e-05,0.00051466560659512,"scaffold_54",978,NA,"A0A482X2H9","Protein of unknown function (DUF1676)","Y",1412569,"A",0.132418406269263,"A","A","A"
"1323","g12886",1.94955023406319,6.15695647116547,4.75533261481606,3.66590922764934e-05,0.000519517249502627,"scaffold_44",960,NA,"K7JKD1",NA,"Y",1539515,"A",0.24440900048378,"A","A","A"
"1324","g15431",-2.62016060635957,3.57327835895139,-4.7505623109765,3.71113741068344e-05,0.000525529571849727,"scaffold_29",989,"PSH_DROME","X1X3A7","Trypsin","Y",1762846,"A",0.042220461733349,"A","A","A"
"1325","g20968",1.50245852595668,7.27756274411656,4.7501285816609,3.71527093481788e-05,0.00052571784722189,"scaffold_61",2585,"MIG10_CAEEL","A0A1S3D4W2","Ras association (RalGDS/AF-6) domain,PH domain","Y",1352747,"A",-0.297686977974254,"A","A","A"
"1326","g22669",-4.05459978974976,-0.784491306353702,-4.74746663371797,3.74263285438899e-05,0.000529190221620959,"scaffold_6",1011,NA,"A0A482XJX4","UDP-glucoronosyl and UDP-glucosyl transferase","Y",2881478,"A",-0.0805441011864333,"A","A","A"
"1327","g1958",-2.59977490394324,0.53377597332506,-4.74603416877137,3.75458056191869e-05,0.000530020561054421,"scaffold_218",1365,"VGLU2_HUMAN","A0A2J7QA10","Major Facilitator Superfamily","Y",649598,"A",-0.150087080349593,"A","A","A"
"1328","g8899",-1.57647659005634,3.74746711445999,-4.7460325715364,3.75459080907011e-05,0.000530020561054421,"scaffold_2",1095,NA,NA,NA,"N",3312200,"A",-0.0304338332387087,"A","A","A"
"1329","g16055",2.78301880995989,7.29564846897304,4.74578619231144,3.75698610934624e-05,0.000530020561054421,"scaffold_315",2250,"PERO_DROME","X1WIY8","Animal haem peroxidase","Y",422866,"A",-0.830092772561815,"A","A","A"
"1330","g23550",-2.04556884772455,4.30327598799572,-4.74520575421016,3.76257835811323e-05,0.000530253077614393,"scaffold_85",1652,"EST6_APIME","J9JSN2","Carboxylesterase family","Y",1217065,"A",0.213895879976255,"A","A","A"
"1331","g9862",3.76125385381287,-4.56367980108407,4.74490613132715,3.76636952980805e-05,0.000530253077614393,"scaffold_80",275,NA,NA,NA,"N",1236135,"A",0.123195942354876,"A","A","A"
"1332","g21501",2.04306477770153,4.43939570038449,4.74473654310053,3.76711877637405e-05,0.000530253077614393,"scaffold_382",5392,"DSCL_DROME","A0A482X5D3","Immunoglobulin I-set domain,Fibronectin type III domain,Immunoglobulin domain","Y",346072,"A",-0.237508396615525,"A","A","A"
"1333","g19950",6.68612782648764,-2.59963753644828,4.74939020423905,3.77736781554098e-05,0.000531296843012587,"scaffold_236",377,NA,NA,NA,"N",587163,"A",0.293994746400536,"A","A","A"
"1334","g7816",-2.52982693765101,1.67892926453293,-4.74167673258225,3.79686575765452e-05,0.000533638951201384,"scaffold_779",3043,NA,"A0A482WJY3","Ankyrin repeats (3 copies),Ankyrin repeat","Y",51583,"A",-0.0800879639904512,"A","A","A"
"1335","g6466",3.74033775415331,-4.71015241606088,4.73984831323453,3.81560698130238e-05,0.000535871275598788,"scaffold_102",703,NA,NA,NA,"N",1107393,"A",-0.471959021163162,"A","A","A"
"1336","g22085",-2.41858323156476,4.00430389870073,-4.73735239205977,3.83930180468333e-05,0.00053870501948647,"scaffold_11",672,NA,NA,NA,"N",2599874,"A",0.00943543793899257,"A","A","A"
"1337","g7070",-3.93880722585221,0.204115748789807,-4.73727457366067,3.84153080726124e-05,0.00053870501948647,"scaffold_79",620,NA,NA,NA,"N",1236716,"A",0.00376589724062186,"A","A","A"
"1338","g21162",-3.67052780825292,-1.31538871089599,-4.73681263690005,3.84534156614882e-05,0.00053883639031184,"scaffold_98",477,NA,NA,NA,"N",1127684,"A",0.24514465794487,"A","A","A"
"1339","g113",4.4107934031609,2.1562686578186,4.73264648045978,3.89014337778627e-05,0.000544707230695405,"scaffold_360",1199,NA,NA,NA,"N",372701,"B2",1.18624546871373,"A","A","B"
"1340","g12706",2.51165365482563,4.97234843306063,4.73091286692716,3.90338163022531e-05,0.000546153001381301,"scaffold_693",511,NA,NA,NA,"N",86638,"A",-0.0981133646755045,"A","A","A"
"1341","g6732",2.32940630362878,5.22400508652565,4.73024248476401,3.91011146473371e-05,0.000546686650650949,"scaffold_179",1463,"CC174_CHICK","J9KMD7","Domain of unknown function (DUF4078)","Y",784024,"A",-0.047199161958179,"A","A","A"
"1342","g16808",3.69371165013257,-3.54056379278208,4.72878153752046,3.92560675191983e-05,0.000548444120653836,"scaffold_8",814,NA,NA,NA,"N",2847527,"A",0.12592923041673,"A","A","A"
"1343","g7648",-3.1658797067465,0.820163331196243,-4.72672222571705,3.94577791493531e-05,0.000550851750760403,"scaffold_92",1141,"FPS_PANGI","A0A1S4BBL2","Polyprenyl synthetase","Y",1188863,"A",-1.14738730787285,"A","A","A"
"1344","g1546",-4.5803092113247,0.626910532776943,-4.72514828151139,3.9673942527976e-05,0.000553457402125761,"scaffold_1486",455,NA,NA,NA,"N",13271,"A",0.2522265,"A","A","A"
"1345","g8023",-2.81210299144664,0.321493791812552,-4.72222094832316,3.99159489474181e-05,0.00055641942514137,"scaffold_212",1055,NA,NA,"Lipase","Y",664391,"A",-0.184568953584197,"A","A","A"
"1346","g14203",3.43502847528868,-3.06515018418631,4.72164355686017,3.99785776427169e-05,0.000556878419185214,"scaffold_3",246,NA,NA,NA,"N",3189128,"A",0.0773777880487399,"A","A","A"
"1347","g19303",5.05535292099367,1.22529537828166,4.72154849926781,4.01052137591147e-05,0.000558227656102183,"scaffold_18",1102,NA,NA,NA,"N",2121024,"A",0.062807759613403,"A","A","A"
"1348","g17055",-2.42814263023789,5.56488125872271,-4.71933430707297,4.02130350954974e-05,0.000558922447082568,"scaffold_142",919,"DHR11_BOVIN","A0A3P8SR61","short chain dehydrogenase","Y",914383,"A",-0.0352154492806603,"A","A","A"
"1349","g13757",-1.67066347194496,6.55324401846339,-4.7193175520102,4.02147517795287e-05,0.000558922447082568,"scaffold_377",452,NA,"A0A482XTY3","Protein of unknown function (DUF3421)","Y",355012,"A",-0.598205063365398,"A","A","A"
"1350","g5083",-2.21373229321083,5.03909168493129,-4.71849758199424,4.02996090464423e-05,0.000559686940749442,"scaffold_619",635,NA,NA,NA,"N",128720,"A",-0.418239724271192,"A","A","A"
"1351","g6717",-2.41279793842015,2.71872222149269,-4.71701561367956,4.04534387873244e-05,0.000561365649074558,"scaffold_179",1134,NA,"K7JKD1",NA,"Y",784024,"A",-0.047199161958179,"A","A","A"
"1352","g13864",3.26125593169134,-4.87546398233154,4.71677503661061,4.04803646887195e-05,0.000561365649074558,"scaffold_118",334,NA,NA,NA,"N",993109,"A",-0.041123874676727,"A","A","A"
"1353","g21536",2.71535495017101,5.74289491360666,4.716238600979,4.05344354679961e-05,0.000561700022608617,"scaffold_489",1616,"FACR1_DROME","J9K7D4","Male sterility protein","Y",233949,"A",0.0297003039167922,"A","A","A"
"1354","g19065",-2.70899991815894,1.22039673561378,-4.71523017704699,4.06396448962727e-05,0.000562515123719373,"scaffold_38",1434,"TRET1_CULQU","A0A482X6Z7","Sugar (and other) transporter","Y",1625795,"A",0.085742792635797,"A","A","A"
"1355","g13",1.62827868185855,4.32414214173412,4.71509068456158,4.06540979766329e-05,0.000562515123719373,"scaffold_93",1993,"RYK1_DROME","A0A067R304","Protein tyrosine kinase,WIF domain","Y",1182508,"A",0.201287524430213,"A","A","A"
"1356","g627",4.8476789955504,-4.58049233212432,4.71568627661107,4.06832635214395e-05,0.000562515123719373,"scaffold_132",434,NA,NA,NA,"N",944065,"A",0.0574018976621374,"A","A","A"
"1357","g16211",-3.26470485334643,4.8734695986773,-4.71247660612385,4.09301854777224e-05,0.000565512194194413,"scaffold_54",665,NA,NA,NA,"N",1412569,"A",0.132418406269263,"A","A","A"
"1358","g17252",-4.37535511205626,-1.35705548012767,-4.71177297307332,4.10439051536038e-05,0.00056666581570318,"scaffold_180",823,NA,NA,NA,"N",782579,"A",-0.0359072640206712,"A","A","A"
"1359","g10627",1.49792554208523,5.91064010583936,4.70916647502116,4.12779720824398e-05,0.000569478071062299,"scaffold_32",864,"ZN271_PONAB",NA,"Zinc finger, C2H2 type","Y",1713197,"A",-0.227731956465224,"A","A","A"
"1360","g10796",-2.27464880305301,3.89498741066095,-4.70844169255982,4.13549577381541e-05,0.000570120663700479,"scaffold_270",1631,"ESTE_MYZPE","J9JVG0","Carboxylesterase family","Y",511095,"A",-0.121600324407828,"A","A","A"
"1361","g9695",2.25227389709676,2.57358026194902,4.70721551087758,4.14855217295706e-05,0.000571500401842556,"scaffold_111",420,NA,NA,"PBP/GOBP family","Y",1061684,"A",-0.15680276987094,"A","A","A"
"1362","g5988",1.89871781674369,4.21228022438115,4.70454156866139,4.1771675776507e-05,0.000575019933284677,"scaffold_679",261,"ACBP_DROME",NA,"Acyl CoA binding protein","Y",92631,"A",0.269063588654278,"A","A","A"
"1363","g7072",-5.3140108542769,-0.146318941585748,-4.7044052529167,4.19646365667682e-05,0.00057725236316239,"scaffold_79",745,NA,NA,NA,"N",1236716,"A",0.00376589724062186,"A","A","A"
"1364","g13170",2.75041814837319,4.26794346431151,4.70087034682362,4.21679500961802e-05,0.000579623824305925,"scaffold_13",4950,"ABCA3_HUMAN","J9K9B5","ABC-2 family transporter protein,ABC transporter","Y",2344678,"A",0.0805657756356739,"A","A","A"
"1365","g14108",4.56689469372944,0.774112146958895,4.69968861707407,4.23576727903433e-05,0.000581805133440401,"scaffold_710",1527,NA,"A0A232EGI7",NA,"Y",78099,"A",0.00580501800026404,"A","A","A"
"1366","g3440",-3.08401406041333,2.00186068133925,-4.69731742559843,4.25556866140652e-05,0.000584097048555717,"scaffold_10",1504,"FACR1_DROME","J9K7D4","Male sterility protein","Y",2776264,"A",-0.506933298875844,"A","A","A"
"1367","g17864",-2.81594635662292,3.28746406604404,-4.69399815586766,4.29196507201074e-05,0.000588661690820259,"scaffold_146",1344,"CP4C1_BLADI","J9K6X1","Cytochrome P450","Y",897096,"A",-0.0883573310697607,"A","A","A"
"1368","g1203",-2.16981969198357,2.06271107648773,-4.69353172800938,4.29708942744597e-05,0.000588856705876644,"scaffold_993",1413,NA,"T1I516","Sugar (and other) transporter","Y",25395,"A",-0.207422434750031,"A","A","A"
"1369","g5776",3.16858647147875,0.507054591956166,4.69331138834277,4.29966841082258e-05,0.000588856705876644,"scaffold_255",1398,NA,NA,NA,"N",531011,"A",0.047982013890276,"A","A","A"
"1370","g21360",3.6094973039337,-3.62473984027431,4.69127929007148,4.32275184537851e-05,0.000591585944153298,"scaffold_905",1058,NA,NA,NA,"N",30434,"A",-0.632799915577371,"A","A","A"
"1371","g22649",-2.83126932692456,0.70433092073006,-4.69087682043707,4.32654756162392e-05,0.000591673524674594,"scaffold_6",839,NA,"A0A2P8YRW9","UDP-glucoronosyl and UDP-glucosyl transferase","Y",2881478,"A",-0.0805441011864333,"A","A","A"
"1372","g901",1.43975916835641,6.11993010737537,4.68997528007683,4.3365589831473e-05,0.000592610381742192,"scaffold_158",1764,NA,NA,"NF-kappa-B-activating protein","Y",859120,"A",-0.331860621334502,"A","A","A"
"1373","g23058",-3.93975109590357,0.547300142461876,-4.68419810988744,4.40324276753274e-05,0.000601144156340847,"scaffold_82",5411,"PLXA4_HUMAN","A0A482WJJ4","IPT/TIG domain,Sema domain,Plexin cytoplasmic RasGAP domain","Y",1220856,"A",-0.131134994152645,"A","A","A"
"1374","g10780",-2.50010452991715,2.72271296614325,-4.68362889141961,4.40789892318065e-05,0.000601144156340847,"scaffold_270",2243,"ESTF_MYZPE","J9K056","Carboxylesterase family","Y",511095,"A",-0.121600324407828,"A","A","A"
"1375","g4068",-2.73079181199223,4.21359247506457,-4.68356590473199,4.40862560653189e-05,0.000601144156340847,"scaffold_70",351,NA,NA,"Macrophage migration inhibitory factor (MIF)","Y",1292812,"A",0.0355374230577261,"A","A","A"
"1376","g1752",4.61873888324926,-0.448238643365444,4.67654851280154,4.4961890389987e-05,0.0006123995618259,"scaffold_1732",1061,NA,NA,"gag-polypeptide of LTR copia-type,Zinc knuckle","Y",9831,"A",0.8821506,"A","A","A"
"1377","g3671",3.10484063760428,-3.8058004169837,4.67552653544136,4.50079833185204e-05,0.0006123995618259,"scaffold_269",260,NA,NA,NA,"N",511711,"A",-0.171085385446641,"A","A","A"
"1378","g14941",-3.52232390877719,5.12212024344602,-4.67555107514969,4.5009685647026e-05,0.0006123995618259,"scaffold_324",648,NA,NA,"PBP/GOBP family","Y",408826,"A",-0.0690330639309497,"A","A","A"
"1379","g22639",-2.11142174864895,1.03429277295666,-4.67392862814393,4.51920881145562e-05,0.000614435431515457,"scaffold_6",869,NA,"A0A2P8ZG59","UDP-glucoronosyl and UDP-glucosyl transferase","Y",2881478,"A",-0.0805441011864333,"A","A","A"
"1380","g3264",-2.45681569484694,1.12463458885262,-4.67305344207801,4.52939148121578e-05,0.000615373629574743,"scaffold_12",1448,"FACR1_DROME","J9K7D4","Male sterility protein","Y",2392395,"A",-0.150391795909699,"A","A","A"
"1381","g19040",4.34197191910056,-1.34963494235341,4.67280402222077,4.53679913063162e-05,0.000615933721218046,"scaffold_682",503,NA,NA,NA,"N",90845,"A",0.07087147223725,"A","A","A"
"1382","g9820",-3.6303408114545,2.27387839360731,-4.67064453832719,4.55834465589887e-05,0.000618146604591232,"scaffold_47",2235,"CATB_RAT","A0A2A2K9U3","Papain family cysteine protease","Y",1504070,"A",-0.0490009644108124,"A","A","A"
"1383","g20751",-1.97279482247214,4.80212987515951,-4.67045991863435,4.55969253906701e-05,0.000618146604591232,"scaffold_608",1469,"VGLU3_DANRE","A0A482VCQ2","Major Facilitator Superfamily","Y",137419,"A",-0.359733542895102,"A","A","A"
"1384","g2933",3.77178435926742,-3.0735545115244,4.66889529791236,4.57930304251167e-05,0.000620356594971469,"scaffold_89",631,NA,NA,"Gamma interferon inducible lysosomal thiol reductase (GILT)","Y",1205502,"A",0.0230417379473991,"A","A","A"
