"","gene","B.males.tpm","B.females.tpm","nonB.males.tpm","nonB.females.tpm","seq","gene_len","blast","diamond","interpro","anno","length","b.status.final","cov.04v13","BmalevnoBmale","BmalevsfemaleB","BmalevsfemalenoB","BfemalevsnoBfemale","noBmalevsnoBfemale"
"13923","g22832",314.407142857143,341.21,309.268571428571,324.608333333333,"scaffold_318",2112,"HSP83_DROME","A0A067QP65","Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase,Hsp90 protein","Y",416567,"A",0.351653170567884,0,0,0,0,0
"13924","g22833",3.24285714285714,2.45333333333333,3.29142857142857,2.40666666666667,"scaffold_318",1297,"U2AFL_MOUSE","A0A482WWH9","Zinc finger C-x8-C-x5-C-x3-H type (and similar),RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)","Y",416567,"A",0.351653170567884,0,0,0,0,0
"13925","g22834",124.3,197.25,142.127142857143,207.79,"scaffold_318",731,NA,"A0A3S2TRN8",NA,"Y",416567,"A",0.351653170567884,0,0,0,0,0
"13926","g22835",17.4471428571429,26.015,13.01,22.6866666666667,"scaffold_318",2490,"DPP10_HUMAN","E2AF07","Prolyl oligopeptidase family,Dipeptidyl peptidase IV (DPP IV) N-terminal region","Y",416567,"A",0.351653170567884,0,0,0,0,0
"13927","g22836",160.834285714286,191.018333333333,156.982857142857,181.748333333333,"scaffold_318",1133,"S39A7_HUMAN","A0A482XA38","ZIP Zinc transporter","Y",416567,"A",0.351653170567884,0,0,0,0,0
"13928","g22837",1.37142857142857,1.31666666666667,0.3,0.69,"scaffold_318",346,NA,NA,NA,"N",416567,"A",0.351653170567884,0,0,0,0,0
"13929","g22838",34.4042857142857,18.2866666666667,5.06857142857143,3.07833333333333,"scaffold_318",4927,"NB5R3_BOVIN","A0A482WZB7","Predicted AAA-ATPase,Oxidoreductase NAD-binding domain,Oxidoreductase FAD-binding domain,FKBP-type peptidyl-prolyl cis-trans isomerase","Y",416567,"A",0.351653170567884,0,0,1,0,0
"13930","g22839",17.7,13.0533333333333,19.6614285714286,12.895,"scaffold_318",1060,NA,NA,NA,"N",416567,"A",0.351653170567884,0,0,0,0,0
"13931","g2284",1740.71714285714,2566.94833333333,1477.85857142857,2312.20333333333,"scaffold_625",667,"FRI_AEDAE","C4WT00","Ferritin-like domain","Y",125629,"A",0.162981066465917,0,0,0,0,0
"13932","g22840",24.24,18.425,24.9185714285714,19.5333333333333,"scaffold_318",814,"SIR7_BOVIN","J9K0I8","Sir2 family","Y",416567,"A",0.351653170567884,0,0,0,0,0
"13933","g22841",24.88,24.4816666666667,25.4757142857143,25.7166666666667,"scaffold_318",2311,NA,NA,"GATA zinc finger","Y",416567,"A",0.351653170567884,0,0,0,0,0
"13934","g22842",25.8057142857143,21.9666666666667,25.7157142857143,21.555,"scaffold_318",4043,"DNMT1_PARLI","K7IRF2","C-5 cytosine-specific DNA methylase,Cytosine specific DNA methyltransferase replication foci domain,BAH domain","Y",416567,"A",0.351653170567884,0,0,0,0,0
"13935","g22843",154.615714285714,369.32,120.657142857143,323.668333333333,"scaffold_318",816,NA,"A0A3Q0IIS4","Methyltransferase domain","Y",416567,"A",0.351653170567884,0,0,0,0,-1
"13936","g22844",9.37571428571429,9.055,9.82571428571429,10.3033333333333,"scaffold_318",1055,NA,"J9JTK7","Tetratricopeptide repeat","Y",416567,"A",0.351653170567884,0,0,0,0,0
"13937","g22845",51.4928571428571,32.8783333333333,52.61,32.1383333333333,"scaffold_318",807,NA,NA,"THAP domain","Y",416567,"A",0.351653170567884,0,0,0,0,0
"13938","g22846",134.942857142857,62.96,123.628571428571,51.365,"scaffold_318",1098,"TTC19_DROME","A0A482X9K8","Tetratricopeptide repeat","Y",416567,"A",0.351653170567884,0,0,1,0,1
"13939","g22847",447.701428571429,0.0233333333333333,539.174285714286,0,"scaffold_318",338,NA,NA,NA,"N",416567,"A",0.351653170567884,0,1,1,0,1
"13940","g22848",2.50285714285714,1.92833333333333,3.07,1.45166666666667,"scaffold_318",516,NA,NA,NA,"N",416567,"A",0.351653170567884,0,0,0,0,0
"13941","g22849",0,0,0.0828571428571429,0,"scaffold_318",199,NA,NA,NA,"N",416567,"A",0.351653170567884,NA,NA,NA,NA,NA
"13942","g2285",41.8614285714286,26.1333333333333,41.8485714285714,24.1166666666667,"scaffold_625",3348,"DI3L2_MOUSE","A0A067RGS9","Dis3-like cold-shock domain 2 (CSD2),DIS3-like exonuclease 2 C terminal,Rrp44-like cold shock domain,RNB domain","Y",125629,"A",0.162981066465917,0,0,0,0,0
"13943","g22850",13.5514285714286,14.5283333333333,13.08,13.99,"scaffold_318",671,NA,NA,NA,"N",416567,"A",0.351653170567884,0,0,0,0,0
"13944","g22851",10.6357142857143,5.14166666666667,14.5971428571429,4.925,"scaffold_37",810,NA,"D6WKJ5","Syntaxin-like protein","Y",1648890,"A",-0.516654036222865,0,0,0,0,1
"13945","g22852",4.46285714285714,2.99,3.40857142857143,2.21833333333333,"scaffold_37",1225,"CDK20_DANRE","A0A482XAQ0","Protein kinase domain","Y",1648890,"A",-0.516654036222865,0,0,0,0,0
"13946","g22853",8.67285714285714,8.79666666666667,12.9114285714286,17.455,"scaffold_37",1524,NA,"A0A482XGK0","KH domain","Y",1648890,"A",-0.516654036222865,0,0,0,0,0
"13947","g22854",21.5314285714286,17.98,20.5842857142857,19.46,"scaffold_37",2245,"ZNF16_GORGO",NA,"Zinc finger, C2H2 type,Zinc-finger of C2H2 type","Y",1648890,"A",-0.516654036222865,0,0,0,0,0
"13948","g22855",20.9871428571429,13.255,19.2328571428571,14.55,"scaffold_37",1224,NA,NA,"Zinc-finger associated domain (zf-AD)","Y",1648890,"A",-0.516654036222865,0,0,0,0,0
"13949","g22856",1.48714285714286,1.59166666666667,0.444285714285714,0.688333333333333,"scaffold_37",667,NA,NA,NA,"N",1648890,"A",-0.516654036222865,0,0,0,0,0
"13950","g22857",0.682857142857143,0.943333333333333,0.93,1.28333333333333,"scaffold_37",933,NA,"A0A482WQN8","Adaptin C-terminal domain","Y",1648890,"A",-0.516654036222865,0,0,0,0,0
"13951","g22858",4.26142857142857,2.26333333333333,11.0028571428571,9.99,"scaffold_37",1311,NA,NA,NA,"N",1648890,"A",-0.516654036222865,0,0,0,-1,0
"13952","g22859",5.03142857142857,7.085,5.53571428571429,7.7,"scaffold_37",288,NA,NA,NA,"N",1648890,"A",-0.516654036222865,0,0,0,0,0
"13953","g2286",118.242857142857,159.731666666667,116.378571428571,161.073333333333,"scaffold_625",356,"THIOM_BOVIN","A0A0L7REX0","Thioredoxin","Y",125629,"A",0.162981066465917,0,0,0,0,0
"13954","g22860",49.0742857142857,59.8833333333333,46.6514285714286,59.6033333333333,"scaffold_37",617,"RM44_BOVIN","J9JM41","Double-stranded RNA binding motif","Y",1648890,"A",-0.516654036222865,0,0,0,0,0
"13955","g22861",144.825714285714,6.44833333333333,197.644285714286,4.065,"scaffold_37",2004,"CENPJ_MOUSE",NA,"T-complex protein 10 C-terminus","Y",1648890,"A",-0.516654036222865,0,1,1,0,1
"13956","g22862",1.45428571428571,1.39666666666667,1.42571428571429,2.10666666666667,"scaffold_37",1097,"RDX_DROME","A0A1I8Q4G3","BTB/POZ domain","Y",1648890,"A",-0.516654036222865,0,0,0,0,0
"13957","g22863",11.9685714285714,0.766666666666667,0.0628571428571429,0,"scaffold_37",1097,"SPOPB_XENLA","A0A1I8Q4G3","BTB/POZ domain","Y",1648890,"A",-0.516654036222865,1,1,1,0,0
"13958","g22864",1.93,3.73166666666667,0.0871428571428571,0,"scaffold_37",1076,"SPOP_XENTR","E9GRU0","BTB/POZ domain","Y",1648890,"A",-0.516654036222865,0,0,0,0,0
"13959","g22865",3.93142857142857,26.8116666666667,2.01857142857143,27.4416666666667,"scaffold_37",2035,"FGFR1_DROME","D6W6I2","Protein tyrosine kinase","Y",1648890,"A",-0.516654036222865,0,-1,-1,0,-1
"13960","g22866",0.0471428571428571,0.126666666666667,0.09,0.628333333333333,"scaffold_37",2295,NA,NA,NA,"N",1648890,"A",-0.516654036222865,0,0,0,0,0
"13961","g22867",0.00571428571428571,0.143333333333333,0.0171428571428571,0.79,"scaffold_37",2251,NA,NA,NA,"N",1648890,"A",-0.516654036222865,0,0,0,0,0
"13962","g22868",0.0285714285714286,0.035,0.00714285714285714,0,"scaffold_37",699,NA,NA,NA,"N",1648890,"A",-0.516654036222865,NA,NA,NA,NA,NA
"13963","g22869",0.417142857142857,0.468333333333333,0.221428571428571,0.311666666666667,"scaffold_37",1249,NA,NA,NA,"N",1648890,"A",-0.516654036222865,0,0,0,0,0
"13964","g2287",24.68,20.8016666666667,23.2614285714286,20.9566666666667,"scaffold_625",1455,NA,NA,"Uncharacterised conserved protein (DUF2373)","Y",125629,"A",0.162981066465917,0,0,0,0,0
"13965","g22870",0.0457142857142857,0.0283333333333333,0.0985714285714286,0.0266666666666667,"scaffold_37",1447,NA,NA,"7tm Chemosensory receptor","Y",1648890,"A",-0.516654036222865,0,0,0,0,0
"13966","g22871",0.127142857142857,0.175,0.08,0.246666666666667,"scaffold_37",923,NA,NA,NA,"N",1648890,"A",-0.516654036222865,0,0,0,0,0
"13967","g22872",0,0,0,0,"scaffold_37",869,NA,NA,NA,"N",1648890,"A",-0.516654036222865,NA,NA,NA,NA,NA
"13968","g22873",0,0,0,0,"scaffold_37",232,NA,NA,NA,"N",1648890,"A",-0.516654036222865,NA,NA,NA,NA,NA
"13969","g22874",0,0,0,0,"scaffold_37",314,NA,NA,NA,"N",1648890,"A",-0.516654036222865,NA,NA,NA,NA,NA
"13970","g22875",0,0,0,0,"scaffold_37",889,NA,NA,"Myb/SANT-like DNA-binding domain","Y",1648890,"A",-0.516654036222865,NA,NA,NA,NA,NA
"13971","g22876",0,0,0,0,"scaffold_37",266,NA,NA,NA,"N",1648890,"A",-0.516654036222865,NA,NA,NA,NA,NA
"13972","g22877",0,0,0,0,"scaffold_37",849,NA,"J9KDG4","DDE superfamily endonuclease","Y",1648890,"A",-0.516654036222865,NA,NA,NA,NA,NA
"13973","g22878",0,0,0,0,"scaffold_37",525,NA,NA,NA,"N",1648890,"A",-0.516654036222865,NA,NA,NA,NA,NA
"13974","g22879",1.73285714285714,12.79,0.56,12.8966666666667,"scaffold_37",837,NA,NA,"Eukaryotic-type carbonic anhydrase","Y",1648890,"A",-0.516654036222865,0,-1,-1,0,-1
"13975","g2288",120.005714285714,81.635,137.612857142857,90.1716666666667,"scaffold_625",1108,"PCY2_HUMAN","D6WG57","Cytidylyltransferase-like","Y",125629,"A",0.162981066465917,0,0,0,0,0
"13976","g22880",0.0457142857142857,0.13,0,0.19,"scaffold_37",597,NA,NA,NA,"N",1648890,"A",-0.516654036222865,0,0,0,0,0
"13977","g22881",0.587142857142857,1.7,0.131428571428571,0.346666666666667,"scaffold_37",1677,NA,NA,NA,"N",1648890,"A",-0.516654036222865,0,0,0,0,0
"13978","g22882",0.164285714285714,0.0733333333333333,0,0,"scaffold_37",911,NA,"A0A151IKM6",NA,"Y",1648890,"A",-0.516654036222865,0,0,0,0,0
"13979","g22883",0,0.181666666666667,0,0,"scaffold_37",886,NA,NA,NA,"N",1648890,"A",-0.516654036222865,0,0,0,0,0
"13980","g22884",3.10142857142857,3.95833333333333,1.32857142857143,4.60833333333333,"scaffold_37",837,NA,NA,"Eukaryotic-type carbonic anhydrase","Y",1648890,"A",-0.516654036222865,0,0,0,0,-1
"13981","g22885",25.4657142857143,64.2566666666667,14.5414285714286,71.4633333333333,"scaffold_37",924,NA,NA,"Eukaryotic-type carbonic anhydrase","Y",1648890,"A",-0.516654036222865,0,0,0,0,-1
"13982","g22886",5.90714285714286,11.6933333333333,6.12857142857143,15.0133333333333,"scaffold_37",867,NA,NA,"Eukaryotic-type carbonic anhydrase","Y",1648890,"A",-0.516654036222865,0,0,0,0,0
"13983","g22887",4.16428571428571,11.6366666666667,3.58857142857143,11.995,"scaffold_37",867,NA,NA,"Eukaryotic-type carbonic anhydrase","Y",1648890,"A",-0.516654036222865,0,0,0,0,-1
"13984","g22888",1.07714285714286,9.60833333333333,0.268571428571429,10.9283333333333,"scaffold_37",873,NA,NA,"Eukaryotic-type carbonic anhydrase","Y",1648890,"A",-0.516654036222865,0,-1,-1,0,-1
"13985","g22889",1.01285714285714,6.87666666666667,0.321428571428571,7.14166666666667,"scaffold_37",861,NA,NA,"Eukaryotic-type carbonic anhydrase","Y",1648890,"A",-0.516654036222865,0,-1,-1,0,-1
"13986","g22890",0,0,0,0,"scaffold_37",319,NA,NA,NA,"N",1648890,"A",-0.516654036222865,NA,NA,NA,NA,NA
"13987","g22891",0.73,0.346666666666667,0.854285714285714,0,"scaffold_37",198,NA,NA,NA,"N",1648890,"A",-0.516654036222865,NA,NA,NA,NA,NA
"13988","g22892",0,0,0,0,"scaffold_37",220,NA,NA,NA,"N",1648890,"A",-0.516654036222865,NA,NA,NA,NA,NA
"13989","g22893",0.158571428571429,0,0,0,"scaffold_37",212,NA,NA,NA,"N",1648890,"A",-0.516654036222865,NA,NA,NA,NA,NA
"13990","g22894",0,0,0,0,"scaffold_37",238,NA,NA,NA,"N",1648890,"A",-0.516654036222865,NA,NA,NA,NA,NA
"13991","g22895",0,0,0,0,"scaffold_37",289,NA,NA,NA,"N",1648890,"A",-0.516654036222865,NA,NA,NA,NA,NA
"13992","g22896",0,0,0,0,"scaffold_37",426,NA,NA,NA,"N",1648890,"A",-0.516654036222865,NA,NA,NA,NA,NA
"13993","g22897",0.0328571428571429,0,0.0371428571428571,0,"scaffold_37",293,NA,NA,NA,"N",1648890,"A",-0.516654036222865,NA,NA,NA,NA,NA
"13994","g22898",0,0,0,0,"scaffold_37",374,NA,NA,NA,"N",1648890,"A",-0.516654036222865,NA,NA,NA,NA,NA
"13995","g22899",0,0,0,0,"scaffold_37",195,NA,NA,NA,"N",1648890,"A",-0.516654036222865,NA,NA,NA,NA,NA
"13996","g229",1.32857142857143,2.22,1.16142857142857,1.88333333333333,"scaffold_137",717,NA,"K7IR53","Spectrin repeat","Y",931543,"A",0.0607697177248368,0,0,0,0,0
"13997","g2290",25.3728571428571,48.3033333333333,19.3114285714286,44.55,"scaffold_800",678,"ODP21_ARATH","A0A1S4ES03,A0A1S3DSM7","Biotin-requiring enzyme","Y",46173,"A",0.148683635598002,0,0,0,0,0
"13998","g22900",0,0,0,0,"scaffold_37",394,NA,NA,NA,"N",1648890,"A",-0.516654036222865,NA,NA,NA,NA,NA
"13999","g22901",0.101428571428571,0.36,1.08714285714286,3.15166666666667,"scaffold_37",1259,NA,NA,NA,"N",1648890,"A",-0.516654036222865,-1,0,-1,-1,0
"14000","g22902",0,0,0,0,"scaffold_37",314,NA,NA,NA,"N",1648890,"A",-0.516654036222865,NA,NA,NA,NA,NA
"14001","g22903",0.03,0,0.00714285714285714,0,"scaffold_37",506,NA,NA,NA,"N",1648890,"A",-0.516654036222865,NA,NA,NA,NA,NA
"14002","g22904",0,0,0,0.0133333333333333,"scaffold_37",341,NA,NA,NA,"N",1648890,"A",-0.516654036222865,NA,NA,NA,NA,NA
"14003","g22905",0,0,0,0,"scaffold_37",238,NA,NA,NA,"N",1648890,"A",-0.516654036222865,NA,NA,NA,NA,NA
"14004","g22906",0,0,0,0.0266666666666667,"scaffold_37",346,NA,NA,NA,"N",1648890,"A",-0.516654036222865,NA,NA,NA,NA,NA
"14005","g22907",0,0,0,0,"scaffold_37",325,NA,NA,NA,"N",1648890,"A",-0.516654036222865,NA,NA,NA,NA,NA
"14006","g22908",0.0457142857142857,0,0,0,"scaffold_37",248,NA,NA,NA,"N",1648890,"A",-0.516654036222865,NA,NA,NA,NA,NA
"14007","g22909",1.67714285714286,2.83,0.56,2.46166666666667,"scaffold_37",240,NA,NA,NA,"N",1648890,"A",-0.516654036222865,0,0,0,0,0
"14008","g2291",17.4757142857143,21.8966666666667,16.44,20.8566666666667,"scaffold_800",715,"ODPX_BOVIN","J9K5G0","2-oxoacid dehydrogenases acyltransferase (catalytic domain)","Y",46173,"A",0.148683635598002,0,0,0,0,0
"14009","g22910",1.33,2.93,1.18428571428571,2.65166666666667,"scaffold_37",732,NA,NA,NA,"N",1648890,"A",-0.516654036222865,0,0,0,0,0
"14010","g22911",1.02142857142857,2.37166666666667,0.182857142857143,0.285,"scaffold_37",971,NA,NA,NA,"N",1648890,"A",-0.516654036222865,0,0,0,0,0
"14011","g22912",4.77285714285714,9.50333333333333,3.34,8.09833333333333,"scaffold_37",854,NA,NA,NA,"N",1648890,"A",-0.516654036222865,0,0,0,0,0
"14012","g22913",27.29,22.165,30.15,23.1833333333333,"scaffold_37",8774,"TENM_DROME","A0A139WJ91","RHS Repeat,Tenascin EGF domain,GHH signature containing HNH/Endo VII superfamily nuclease toxin","Y",1648890,"A",-0.516654036222865,0,0,0,0,0
"14013","g22914",0.557142857142857,1.43166666666667,0.208571428571429,1.45833333333333,"scaffold_37",1151,NA,NA,NA,"N",1648890,"A",-0.516654036222865,0,0,0,0,-1
"14014","g22915",3.09,6.71666666666667,1.82142857142857,6.89833333333333,"scaffold_37",876,NA,NA,NA,"N",1648890,"A",-0.516654036222865,0,0,0,0,-1
"14015","g22916",1.88142857142857,4.01166666666667,1.26714285714286,4.02166666666667,"scaffold_37",1274,NA,NA,NA,"N",1648890,"A",-0.516654036222865,0,0,0,0,0
"14016","g22917",2.13857142857143,4.63833333333333,2.11142857142857,4.64833333333333,"scaffold_37",1068,NA,NA,NA,"N",1648890,"A",-0.516654036222865,0,0,0,0,0
"14017","g22918",0.117142857142857,0.183333333333333,0.117142857142857,0.095,"scaffold_37",583,NA,NA,NA,"N",1648890,"A",-0.516654036222865,0,0,0,0,0
"14018","g22919",0.0614285714285714,1.23166666666667,0.0314285714285714,1.17666666666667,"scaffold_37",598,NA,NA,NA,"N",1648890,"A",-0.516654036222865,0,-1,-1,0,-1
"14019","g2292",63.4614285714286,29.2533333333333,76.1185714285714,30.5416666666667,"scaffold_800",2129,"ODF3A_XENTR","A0A1W4XVA9","Allatostatin,Sperm-tail PG-rich repeat","Y",46173,"A",0.148683635598002,0,0,0,0,1
"14020","g22920",5.73428571428571,8.11,3.60857142857143,6.28666666666667,"scaffold_37",1828,NA,NA,NA,"N",1648890,"A",-0.516654036222865,0,0,0,0,0
"14021","g22921",1.31,4.67666666666667,0.594285714285714,3.92166666666667,"scaffold_37",1224,NA,NA,NA,"N",1648890,"A",-0.516654036222865,0,-1,0,0,-1
"14022","g22922",0.227142857142857,0.365,0.46,2.08666666666667,"scaffold_37",1224,NA,NA,NA,"N",1648890,"A",-0.516654036222865,0,0,-1,-1,-1
"14023","g22923",1.18142857142857,2.145,0.971428571428571,3.07833333333333,"scaffold_37",1230,NA,NA,NA,"N",1648890,"A",-0.516654036222865,0,0,0,0,0
"14024","g22924",3.19142857142857,5.06833333333333,1.81,4.21833333333333,"scaffold_37",425,NA,NA,NA,"N",1648890,"A",-0.516654036222865,0,0,0,0,0
"14025","g22925",0.0728571428571429,0.015,0.0171428571428571,0,"scaffold_37",407,NA,NA,NA,"N",1648890,"A",-0.516654036222865,NA,NA,NA,NA,NA
"14026","g22926",0.0228571428571429,0,0.02,0.0216666666666667,"scaffold_37",366,NA,NA,NA,"N",1648890,"A",-0.516654036222865,NA,NA,NA,NA,NA
"14027","g22927",0.132857142857143,0,0.0957142857142857,0.193333333333333,"scaffold_37",369,NA,NA,NA,"N",1648890,"A",-0.516654036222865,0,0,0,0,0
"14028","g22928",0.87,2.77333333333333,0.64,3.44166666666667,"scaffold_37",1236,NA,NA,NA,"N",1648890,"A",-0.516654036222865,0,0,-1,0,-1
"14029","g22929",127.547142857143,19.07,65.0628571428571,18.5066666666667,"scaffold_37",3474,"AGO2_RAT","A0A482X3D4","Argonaute linker 2 domain,Argonaute linker 1 domain,N-terminal domain of argonaute,PAZ domain,Piwi domain","Y",1648890,"A",-0.516654036222865,0,1,1,0,0
"14030","g2293",1.31571428571429,0.411666666666667,2.71142857142857,0.363333333333333,"scaffold_800",1375,"CBPB_ASTAS","A0A1S4ESE8","Carboxypeptidase activation peptide,Zinc carboxypeptidase","Y",46173,"A",0.148683635598002,0,0,0,0,0
"14031","g22930",169.024285714286,147.363333333333,173.084285714286,154.113333333333,"scaffold_37",3242,"AGO2_MOUSE","A0A482X3D4","Argonaute linker 1 domain,Argonaute linker 2 domain,Piwi domain,N-terminal domain of argonaute,Mid domain of argonaute,PAZ domain","Y",1648890,"A",-0.516654036222865,0,0,0,0,0
"14032","g22931",0.134285714285714,0.328333333333333,0.215714285714286,0.381666666666667,"scaffold_37",1026,NA,NA,NA,"N",1648890,"A",-0.516654036222865,0,0,0,0,0
"14033","g22932",69.6885714285714,41.4033333333333,79.3428571428571,39.4283333333333,"scaffold_37",847,NA,"J9JNH1",NA,"Y",1648890,"A",-0.516654036222865,0,0,0,0,0
"14034","g22933",75.1714285714286,224.765,31.9357142857143,113.416666666667,"scaffold_37",259,NA,NA,NA,"N",1648890,"A",-0.516654036222865,0,-1,0,0,0
"14035","g22934",17.7171428571429,77.9383333333333,7.96857142857143,72.405,"scaffold_37",262,NA,NA,NA,"N",1648890,"A",-0.516654036222865,0,-1,-1,0,-1
"14036","g22935",55.2657142857143,217.52,47.2171428571429,230.423333333333,"scaffold_37",256,NA,NA,NA,"N",1648890,"A",-0.516654036222865,0,-1,-1,0,-1
"14037","g22936",4.72428571428571,13.42,3.36,9.785,"scaffold_37",268,NA,NA,NA,"N",1648890,"A",-0.516654036222865,0,0,0,0,0
"14038","g22937",50.5371428571429,2.57333333333333,120.011428571429,13.1583333333333,"scaffold_37",244,NA,NA,NA,"N",1648890,"A",-0.516654036222865,0,1,0,0,1
"14039","g22938",94.6142857142857,17.5533333333333,106.884285714286,43.4733333333333,"scaffold_37",259,NA,NA,NA,"N",1648890,"A",-0.516654036222865,0,1,0,0,0
"14040","g22939",1.13857142857143,0.55,1.04857142857143,0.783333333333333,"scaffold_37",387,NA,NA,NA,"N",1648890,"A",-0.516654036222865,0,0,0,0,0
"14041","g2294",37.3542857142857,31.255,42.5957142857143,32.3566666666667,"scaffold_800",1568,"CP301_DROME","A0A1W4XAA4","Cytochrome P450","Y",46173,"A",0.148683635598002,0,0,0,0,0
"14042","g22940",11.8257142857143,61.295,2.63,27.6316666666667,"scaffold_37",247,NA,NA,NA,"N",1648890,"A",-0.516654036222865,0,-1,0,0,-1
"14043","g22941",9.58285714285714,44.285,5.96428571428571,28.5433333333333,"scaffold_37",473,NA,NA,NA,"N",1648890,"A",-0.516654036222865,0,-1,0,0,-1
"14044","g22942",7.25857142857143,46.4,2.40142857142857,26.1216666666667,"scaffold_37",238,NA,NA,NA,"N",1648890,"A",-0.516654036222865,0,-1,0,0,-1
"14045","g22943",56.3257142857143,39.4116666666667,67.2642857142857,35.0966666666667,"scaffold_37",649,NA,"A0A2P8YHM7","MH2 domain","Y",1648890,"A",-0.516654036222865,0,0,0,0,0
"14046","g22944",0.8,8.21166666666667,0,14.0383333333333,"scaffold_37",605,NA,NA,"Kazal-type serine protease inhibitor domain","Y",1648890,"A",-0.516654036222865,0,-1,-1,0,-1
"14047","g22945",0,0,0.0442857142857143,0.0233333333333333,"scaffold_37",395,NA,NA,NA,"N",1648890,"A",-0.516654036222865,NA,NA,NA,NA,NA
"14048","g22946",0.227142857142857,0,0.0128571428571429,0,"scaffold_37",839,NA,NA,NA,"N",1648890,"A",-0.516654036222865,0,1,1,0,0
"14049","g22947",0,0,0,0,"scaffold_37",1351,NA,NA,NA,"N",1648890,"A",-0.516654036222865,NA,NA,NA,NA,NA
"14050","g22948",0.984285714285714,0.651666666666667,1.01857142857143,0.915,"scaffold_37",327,NA,NA,NA,"N",1648890,"A",-0.516654036222865,0,0,0,0,0
"14051","g22949",0,0,0,0,"scaffold_37",395,NA,NA,NA,"N",1648890,"A",-0.516654036222865,NA,NA,NA,NA,NA
"14052","g2295",0.242857142857143,1.35333333333333,0.145714285714286,0.62,"scaffold_944",882,NA,NA,"Eukaryotic-type carbonic anhydrase","Y",27650,"A",-0.357156583198344,0,0,0,0,0
"14053","g22950",0,0,0,0,"scaffold_37",587,NA,NA,NA,"N",1648890,"A",-0.516654036222865,NA,NA,NA,NA,NA
"14054","g22951",0,0,0.03,0,"scaffold_37",496,NA,NA,NA,"N",1648890,"A",-0.516654036222865,NA,NA,NA,NA,NA
"14055","g22952",0.0671428571428571,0.0583333333333333,0.132857142857143,0.0133333333333333,"scaffold_1371",495,NA,NA,"TAZ zinc finger","Y",15152,"A",-1.696071,0,0,0,0,0
"14056","g22953",0,0,0,0,"scaffold_2064",336,NA,NA,NA,"N",6686,"A",-1.871172,NA,NA,NA,NA,NA
"14057","g22954",0,0,0,0,"scaffold_2234",229,NA,NA,NA,"N",5236,"A",0.2416926,NA,NA,NA,NA,NA
"14058","g22955",26.2328571428571,20.065,23.6614285714286,17.04,"scaffold_2234",290,NA,NA,"Trypsin","Y",5236,"A",0.2416926,0,0,0,0,0
"14059","g22956",0.327142857142857,1.32666666666667,0.115714285714286,2.42833333333333,"scaffold_834",764,NA,NA,NA,"N",38341,"A",-0.7697604282814,0,-1,-1,0,-1
"14060","g22957",2.97,11.4683333333333,0.818571428571429,12.0683333333333,"scaffold_834",771,NA,NA,"Ankyrin repeats (3 copies)","Y",38341,"A",-0.7697604282814,0,-1,-1,0,-1
"14061","g22958",3.92857142857143,6.75833333333333,4.12285714285714,7.42,"scaffold_834",3572,"PAIN_DROME","A0A482WJY3","Ankyrin repeats (3 copies),Ion transport protein","Y",38341,"A",-0.7697604282814,0,0,0,0,0
"14062","g22959",0,0,0,0.0116666666666667,"scaffold_930",1122,NA,NA,"gag-polypeptide of LTR copia-type","Y",28689,"A",-0.193440130298421,NA,NA,NA,NA,NA
"14063","g2296",0.0657142857142857,0.225,0,0.0483333333333333,"scaffold_944",521,NA,NA,NA,"N",27650,"A",-0.357156583198344,0,0,0,0,0
"14064","g22960",0,0.0216666666666667,0.00428571428571429,0.01,"scaffold_930",1355,NA,NA,"Zinc knuckle,gag-polypeptide of LTR copia-type","Y",28689,"A",-0.193440130298421,NA,NA,NA,NA,NA
"14065","g22961",0.00714285714285714,0,0,0,"scaffold_930",835,"COPIA_DROME","A0A0J7K689","Integrase core domain","Y",28689,"A",-0.193440130298421,NA,NA,NA,NA,NA
"14066","g22962",0.0157142857142857,0.00666666666666667,0,0,"scaffold_930",713,NA,NA,NA,"N",28689,"A",-0.193440130298421,NA,NA,NA,NA,NA
"14067","g22963",0.05,0.153333333333333,0.258571428571429,0.471666666666667,"scaffold_930",1258,NA,NA,NA,"N",28689,"A",-0.193440130298421,0,0,-1,0,0
"14068","g22964",0.0157142857142857,0,0.00428571428571429,0,"scaffold_930",1075,NA,NA,NA,"N",28689,"A",-0.193440130298421,NA,NA,NA,NA,NA
"14069","g22965",0.0242857142857143,0,0,0,"scaffold_930",354,NA,NA,NA,"N",28689,"A",-0.193440130298421,NA,NA,NA,NA,NA
"14070","g22966",4.90428571428571,4.72833333333333,3.90714285714286,3.22,"scaffold_148",2121,NA,"J9KNF4",NA,"Y",892810,"A",-0.0721178359269605,0,0,0,0,0
"14071","g22967",46.3985714285714,81.8866666666667,40.7785714285714,85.7583333333333,"scaffold_148",1318,"PANK1_MOUSE","A0A482XGY1","Fumble","Y",892810,"A",-0.0721178359269605,0,0,0,0,0
"14072","g22968",269.897142857143,253.626666666667,281.398571428571,260.911666666667,"scaffold_148",851,"CAPZA_DROME","J9KA66","F-actin capping protein alpha subunit","Y",892810,"A",-0.0721178359269605,0,0,0,0,0
"14073","g22969",59.7685714285714,43.8466666666667,67.3214285714286,50.2616666666667,"scaffold_148",596,"PSF2_DROME","A0A1S4EMW1","GINS complex protein","Y",892810,"A",-0.0721178359269605,0,0,0,0,0
