"","gene","logFC","AveExpr","t","P.Value","adj.P.Val","de","seq.x","b.status.final","gene_len","seq.y","blast","diamond","pfam_acc","pfam_descr","ipr_acc","ipr_descr","GO","anno"
"323","g19773",-1.9738052255005,-0.26197296848762,-3.87672168110909,0.000349660299330999,0.0195571608907549,"B-","scaffold_60","A",2514,"scaffold_60","GRM1_HUMAN","B0WMA9","PF01094;PF07562;PF00003","Receptor family ligand binding region; Nine Cysteines Domain of family 3 GPCR; 7 transmembrane sweet-taste receptor of 3 GCPR","IPR001828;IPR011500;IPR017978","Receptor, ligand binding region; GPCR, family 3, nine cysteines domain; GPCR family 3, C-terminal","GO:0004930;GO:0007186;GO:0016021","Y"
"325","g13652",3.43161884816261,-0.337759858987414,3.87023975935124,0.000361685212309136,0.0201052462940826,"B+","scaffold_117","A",1899,"scaffold_117",NA,"C6PP72","PF09820","Predicted AAA-ATPase","IPR018631","AAA-ATPase-like domain",NA,"Y"
"331","g3672",5.06778041602951,-1.12932167838403,3.86995659478013,0.00038305541949164,0.0209071879411963,"B+","scaffold_269","A",2508,"scaffold_269",NA,"A0A0J7N0T9",NA,NA,NA,NA,NA,"Y"
"332","g4737",-1.59721549906635,5.90347870098391,-3.83938365830107,0.000384267732269735,0.0209101832867019,"B-","scaffold_193","A",1460,"scaffold_193","UD2B7_HUMAN","A0A2P8ZG78","PF00201","UDP-glucoronosyl and UDP-glucosyl transferase","IPR002213","UDP-glucuronosyl/UDP-glucosyltransferase","GO:0016758","Y"
"337","g20142",6.56381816615951,0.246565870218898,3.8527314917312,0.000426474703809909,0.0228625875342131,"B+","scaffold_333","A",1440,"scaffold_333",NA,"J9JL93","PF13359;PF13613;PF05485","DDE superfamily endonuclease; Helix-turn-helix of DDE superfamily endonuclease; THAP domain","IPR027806;IPR027805;IPR006612","Harbinger transposase-derived nuclease domain; Transposase, Helix-turn-helix domain; THAP-type zinc finger","GO:0003676","Y"
"343","g5934",-1.84921061061783,0.460951924616853,-3.77611285881346,0.000451055062978773,0.0237573200226662,"B-","scaffold_139","A",968,"scaffold_139","GRHPR_HUMAN","C4WTS7","PF00389;PF02826","D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain; D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain","IPR006139;IPR006140","D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain; D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain","GO:0016616;GO:0051287;GO:0055114","Y"
"344","g8438",-1.24664949510423,4.69258239815354,-3.77399790296087,0.000453391307198816,0.0238109516158541,"B-","scaffold_232","A",7926,"scaffold_232","ANK1_HUMAN","E9P604","PF13424;PF12796;PF13857","Tetratricopeptide repeat; Ankyrin repeats (3 copies); Ankyrin repeats (many copies)","IPR020683","Ankyrin repeat-containing domain",NA,"Y"
"345","g23396",-2.23432523571389,-0.37228542755454,-3.76141238147551,0.000468622849265854,0.024477478823366,"B-","scaffold_364","A",1075,"scaffold_364","HARB1_HUMAN","J9KAE0","PF13359","DDE superfamily endonuclease","IPR027806","Harbinger transposase-derived nuclease domain",NA,"Y"
"346","g14930",2.95666099509454,-4.56237913846413,3.76438676184165,0.000468792631068561,0.024477478823366,"B+","scaffold_950","A",402,"scaffold_950","CP301_DROME","B4NNE9",NA,NA,NA,NA,NA,"Y"
"349","g17873",1.7831917953842,1.79861394684421,3.74118632630043,0.000492613536625082,0.0255001608958989,"B+","scaffold_146","A",1096,"scaffold_146","C4G15_DROME","A0A195CUP0","PF00067","Cytochrome P450","IPR001128","Cytochrome P450","GO:0005506;GO:0016705;GO:0020037;GO:0055114","Y"
"350","g23057",1.31002177850075,3.26160214931804,3.738293624117,0.000496161116605474,0.0256104192359843,"B+","scaffold_82","A",2438,"scaffold_82","PLXA4_HUMAN","D6W8D3,A0A482WJJ4","PF17960;PF18020;PF01403;PF01833;PF08337;PF01437","TIG domain; TIG domain found in plexin; Sema domain; IPT/TIG domain; Plexin cytoplasmic RasGAP domain; Plexin repeat","IPR041019;IPR041362;IPR001627;IPR002909;IPR013548;IPR002165","Plexin, TIG domain 1; Plexin, TIG domain 2; Sema domain; IPT domain; Plexin, cytoplasmic RasGAP domain; Plexin repeat","GO:0005515","Y"
"352","g10080",2.91362973375745,0.19268366503165,3.73304819098267,0.000507170204099761,0.0260299343956429,"B+","scaffold_130","A",2133,"scaffold_130",NA,NA,"PF09820","Predicted AAA-ATPase","IPR018631","AAA-ATPase-like domain",NA,"Y"
"353","g12885",1.6380175840206,4.05356842593832,3.7241617618623,0.000514183639667249,0.0263151321082961,"B+","scaffold_44","A",997,"scaffold_44",NA,NA,"PF06109","Haemolysin E (HlyE)","IPR027018","Hemolysin E","GO:0009405;GO:0044179","Y"
"354","g4761",3.72589792127188,-2.94408460574907,3.71988308235315,0.000535314970225998,0.027319209751703,"B+","scaffold_193","A",2023,"scaffold_193",NA,"A0A1S3DTG6",NA,NA,NA,NA,NA,"Y"
"355","g8730",-2.4653312637524,1.85189596425961,-3.70559635674073,0.000540415430524889,0.027501817374261,"B-","scaffold_1067","A",2454,"scaffold_1067",NA,"J9M2D0","PF03184;PF03221","DDE superfamily endonuclease; Tc5 transposase DNA-binding domain","IPR004875;IPR006600","DDE superfamily endonuclease domain; HTH CenpB-type DNA-binding domain","GO:0003676","Y"
"356","g8605",1.9018306471365,1.01025097596552,3.69957859137721,0.000547173665304716,0.0277675265095365,"B+","scaffold_87","A",1504,"scaffold_87","MYRO1_BREBR","T1HZP9","PF00232","Glycosyl hydrolase family 1","IPR001360","Glycoside hydrolase family 1","GO:0004553;GO:0005975","Y"
"358","g12187",3.0080554963731,-4.47932676779875,3.70023397998877,0.000552087407180196,0.0278044989124763,"B+","scaffold_170","A",1851,"scaffold_170",NA,"J9LV95","PF04937","Protein of unknown function (DUF 659)","IPR007021","Domain of unknown function DUF659",NA,"Y"
"361","g10289",3.26276796644709,-2.69272414725346,3.69840868315192,0.000557839481488295,0.0279166982619599,"B+","scaffold_689","A",3152,"scaffold_689",NA,"J9LF57","PF03184","DDE superfamily endonuclease","IPR004875","DDE superfamily endonuclease domain","GO:0003676","Y"
"363","g23164",-1.56013881299295,1.84521147006256,-3.68433993231433,0.00056842076399877,0.0282895028165338,"B-","scaffold_64","A",1132,"scaffold_64","ACH1_DROME","J9K473","PF02931;PF02932","Neurotransmitter-gated ion-channel ligand binding domain; Neurotransmitter-gated ion-channel transmembrane region","IPR006202;IPR006029","Neurotransmitter-gated ion-channel ligand-binding domain; Neurotransmitter-gated ion-channel transmembrane domain","GO:0005230;GO:0006811;GO:0016021","Y"
"367","g4187",-4.24716028537196,0.288204484966488,-3.6823340952227,0.000600414507347879,0.029556099427103,"B-","scaffold_28","A",2707,"scaffold_28",NA,"A0A1I7W3G3","PF05585;PF18701;PF03564","Putative peptidase (DUF1758); Family of unknown function (DUF5641); Protein of unknown function (DUF1759)","IPR008737;IPR040676;IPR005312","Peptidase aspartic, putative; Domain of unknown function DUF5641; Protein of unknown function DUF1759",NA,"Y"
"368","g14229",-1.04854839332484,3.71278678201757,-3.65226887782087,0.000616141667621875,0.0302478678458065,"B-","scaffold_3","A",3619,"scaffold_3","MSH4_HUMAN","A0A067QU78","PF00488;PF05192;PF05188","MutS domain V; MutS domain III; MutS domain II","IPR000432;IPR007696;IPR007860","DNA mismatch repair protein MutS, C-terminal; DNA mismatch repair protein MutS, core; DNA mismatch repair protein MutS, connector domain","GO:0005524;GO:0006298;GO:0030983","Y"
"369","g23074",2.57388473219743,-1.77044254410959,3.64882971475389,0.000624264070756704,0.0305635628788363,"B+","scaffold_82","A",5355,"scaffold_82","FGFR3_DANRE","A0A482WJJ4","PF07714;PF01403;PF17960;PF18020;PF01833","Protein tyrosine kinase; Sema domain; TIG domain; TIG domain found in plexin; IPT/TIG domain","IPR001245;IPR001627;IPR041019;IPR041362;IPR002909","Serine-threonine/tyrosine-protein kinase, catalytic domain; Sema domain; Plexin, TIG domain 1; Plexin, TIG domain 2; IPT domain","GO:0004672;GO:0006468;GO:0005515","Y"
"370","g8405",-2.39326332920856,-0.162960414274611,-3.64554486969891,0.000628294701874652,0.0306239623359735,"B-","scaffold_531","A",982,"scaffold_531","DGAT2_HUMAN","A0A482X8Q2","PF03982","Diacylglycerol acyltransferase","IPR007130","Diacylglycerol acyltransferase","GO:0016747","Y"
"372","g16029",1.46649907725297,4.21168732917055,3.64045999034038,0.000634694533625982,0.0308236329152876,"B+","scaffold_225","A",1670,"scaffold_225","ESTF_MYZPE","J9K2J7","PF00135","Carboxylesterase family","IPR002018","Carboxylesterase, type B",NA,"Y"
"374","g17541",1.70551132788344,3.64310999056227,3.62867744273325,0.000653797241296378,0.0315815533723539,"B+","scaffold_41","A",2570,"scaffold_41",NA,NA,"PF12248","Farnesoic acid 0-methyl transferase","IPR022041","Farnesoic acid O-methyl transferase",NA,"Y"
"377","g15140",-4.11392225163499,-1.88162143681125,-3.62701595160864,0.000687895636627882,0.0329642508523059,"B-","scaffold_76","A",1080,"scaffold_76",NA,"A0A182PBU3",NA,NA,NA,NA,NA,"Y"
"378","g23544",-1.15285231031959,3.44241800939962,-3.59815066928683,0.000705737710754279,0.0337297816997005,"B-","scaffold_85","A",4405,"scaffold_85","FAS_MOUSE","J9K3D3","PF00975;PF14765;PF00550;PF08659;PF13602","Thioesterase domain; Polyketide synthase dehydratase; Phosphopantetheine attachment site; KR domain; Zinc-binding dehydrogenase","IPR001031;IPR020807;IPR009081;IPR013968","Thioesterase; Polyketide synthase, dehydratase domain; Phosphopantetheine binding ACP domain; Polyketide synthase, ketoreductase domain","GO:0009058;GO:0016788","Y"
"379","g22042",1.13566964814814,3.19637578423363,3.57195299218645,0.000753570300294015,0.0359208470847274,"B+","scaffold_342","A",2273,"scaffold_342","HSP7D_MANSE","A0A423SC79","PF00012;PF10551;PF15299","Hsp70 protein; MULE transposase domain; Amyotrophic lateral sclerosis 2 chromosomal region candidate gene 8","IPR013126;IPR018289;IPR029309","Heat shock protein 70 family; MULE transposase domain; Calcium-responsive transcription factor",NA,"Y"
"382","g21903",2.92936300424015,-2.31102721336096,3.5694864678431,0.000766670846027027,0.0362583128385452,"B+","scaffold_22","A",2297,"scaffold_22",NA,"A0A182HFW8",NA,NA,NA,NA,NA,"Y"
"383","g2974",4.24158549309715,-1.96069353963375,3.58502433386926,0.00076961047884703,0.0363023052502623,"B+","scaffold_366","A",977,"scaffold_366",NA,"J9JMV1","PF00151","Lipase","IPR013818","Lipase/vitellogenin",NA,"Y"
"385","g915",2.14282023853927,-2.96685402091129,3.55211159825962,0.000792874435682178,0.0372053754676214,"B+","scaffold_2167","A",177,"scaffold_2167",NA,NA,"PF00685","Sulfotransferase domain","IPR000863","Sulfotransferase domain","GO:0008146","Y"
"386","g3757",-1.61278039686988,0.367974950743812,-3.5492445059265,0.000797623605036263,0.0373312643745729,"B-","scaffold_1620","A",1177,"scaffold_1620","VGL2B_DANRE","A0A437B905","PF07690","Major Facilitator Superfamily","IPR011701","Major facilitator superfamily","GO:0016021;GO:0055085","Y"
"388","g15590",-1.46077670976092,3.59780107554038,-3.54356732863216,0.000808983005801169,0.0376600986452062,"B-","scaffold_166","A",662,"scaffold_166","TRIPC_XENTR","A0A1S3DJK1",NA,NA,NA,NA,NA,"Y"
"389","g20446",4.76830914702757,0.609164176991239,3.57356725250134,0.000810903264307828,0.0376600986452062,"B+","scaffold_867","A",363,"scaffold_867",NA,"A0A182FQG1",NA,NA,NA,NA,NA,"Y"
"393","g4991",-5.41500931236349,0.0922126720361487,-3.54962647428308,0.000888348376634594,0.04083690018392,"B-","scaffold_176","A",1207,"scaffold_176","LIP3_DROME","X1WSL9","PF04083","Partial alpha/beta-hydrolase lipase region","IPR006693","Partial AB-hydrolase lipase domain","GO:0006629","Y"
"394","g22024",3.36978768729565,-0.563293683585561,3.51312354249382,0.000893864109157361,0.0409861649645606,"B+","scaffold_124","A",1430,"scaffold_124","COPIA_DROME","A0A182H8F8","PF07727","Reverse transcriptase (RNA-dependent DNA polymerase)","IPR013103","Reverse transcriptase, RNA-dependent DNA polymerase",NA,"Y"
"395","g823",1.36125588402148,4.61985789859861,3.48474098869911,0.000936747603704564,0.0428437524266498,"B+","scaffold_127","A",944,"scaffold_127","GGHA_DICDI","A0A3Q0ILW1","PF07722","Peptidase C26","IPR011697","Peptidase C26","GO:0016787","Y"
"398","g21120",2.88247466608841,-2.53686662524642,3.46059810109723,0.00100638239687561,0.045681669301394,"B+","scaffold_341","A",496,"scaffold_341","IMA5_YEAST","A0A151JWD6","PF00128","Alpha amylase, catalytic domain","IPR006047","Glycosyl hydrolase, family 13, catalytic domain","GO:0003824;GO:0005975","Y"
"399","g6824",1.09566575265642,2.32394263811037,3.44683594898334,0.00102927828483324,0.0465102020476122,"B+","scaffold_81","A",519,"scaffold_81",NA,"E0VIG5","PF08205","CD80-like C2-set immunoglobulin domain","IPR013162","CD80-like, immunoglobulin C2-set",NA,"Y"
"401","g18757",1.89223411272144,1.7874614846574,3.44404585747528,0.00103690133083977,0.0466397692101043,"B+","scaffold_114","A",1417,"scaffold_114","VSP_BOMIG","J9JVY2","PF12032;PF00089","Regulatory CLIP domain of proteinases; Trypsin","IPR022700;IPR001254","Proteinase, regulatory CLIP domain; Serine proteases, trypsin domain","GO:0004252;GO:0006508","Y"
"403","g5794",4.28923187278966,1.06236451803108,3.46683651009346,0.00104169956958689,0.046698125121977,"B+","scaffold_255","A",1646,"scaffold_255","EST6_APIME","A0A067QXD4","PF00135","Carboxylesterase family","IPR002018","Carboxylesterase, type B",NA,"Y"
"404","g14877",-1.2114033163403,0.697748185878142,-3.42002350226346,0.00110004453470542,0.049191595455416,"B-","scaffold_33","A",1524,"scaffold_33",NA,NA,"PF00096","Zinc finger, C2H2 type","IPR013087","Zinc finger C2H2-type","GO:0003676","Y"
