"","gene","logFC","AveExpr","t","P.Value","adj.P.Val","de","gene_len","seq","blast","diamond","interpro","anno"
"5899","g16383",1.19188854708636,-2.15281040951188,0.16136762770363,0.474835269302707,1,"NS",309,"scaffold_353",NA,NA,NA,"N"
"5900","g12625",1.01330274313574,2.13004585986535,0.0619021453253682,0.475555217275409,1,"NS",900,"scaffold_116","UROK_CHICK","A0A482WTQ2","Trypsin","Y"
"5901","g19224",1.01701865958629,1.3520148530444,0.0617890829068723,0.475599847965766,1,"NS",1878,"scaffold_421","5NTD_LUTLO","A0A482WP57","5'-nucleotidase, C-terminal domain,Calcineurin-like phosphoesterase","Y"
"5902","g7681",-1.01125677103776,0.241553032296255,-0.061298413396761,0.475793315664341,1,"NS",2287,"scaffold_92","ADT1_CAEEL","D6WRL2","Metallo-peptidase family M12,ADAM cysteine-rich domain","Y"
"5903","g3817",-1.01346801181618,-0.382146786927758,-0.060144302250218,0.476248498240582,1,"NS",758,"scaffold_261",NA,"A0A482WME8","Helix-loop-helix DNA-binding domain","Y"
"5904","g19071",-1.01581630784151,-0.722360823409994,-0.058732043718654,0.476805565623229,1,"NS",510,"scaffold_38",NA,NA,NA,"N"
"5905","g19152",1.02836083377032,0.534991642354672,0.0580386072984185,0.477234598708762,1,"NS",628,"scaffold_62","CU19_LOCMI","A0A1S3D2W5","Insect cuticle protein","Y"
"5906","g12515",1.015368641414,0.71356474037233,0.0562945459939399,0.477767112578817,1,"NS",441,"scaffold_283",NA,NA,NA,"N"
"5907","g15983",-1.00357044165772,7.89431874663227,-0.0560175570813847,0.477876350627981,1,"NS",2077,"scaffold_75","A4_DROME","A0A482WWH5","Beta-amyloid precursor protein C-terminus,E2 domain of amyloid precursor protein,Amyloid A4 N-terminal heparin-binding,Copper-binding of amyloid precursor, CuBD","Y"
"5908","g4986",1.00910099978651,3.31828746179279,0.0553954189582734,0.478121796440626,1,"NS",2522,"scaffold_176","ESTF_MYZPE","J9K991","Carboxylesterase family","Y"
"5909","g7141",-1.00876907542835,3.60513397161816,-0.0532178359234025,0.478980964585991,1,"NS",2335,"scaffold_79","KMT5A_DROPS","A0A482WVJ0","Zinc finger, C2H2 type,SET domain","Y"
"5910","g3262",1.00678391448499,4.94240426249337,0.0530006126881491,0.479066676026304,1,"NS",4328,"scaffold_12","FAS_RAT","J9JU12","Polyketide synthase dehydratase,Acyl transferase domain","Y"
"5911","g3743",-1.00802104464359,0.122967677305638,-0.0510022248007232,0.479855242818533,1,"NS",653,"scaffold_190","DRD2L_DROME","A0A2J7PGC7","7 transmembrane receptor (rhodopsin family)","Y"
"5912","g20748",1.00846978744591,0.421573924179957,0.0498791898848899,0.480298430873656,1,"NS",920,"scaffold_608",NA,NA,NA,"N"
"5913","g3977",-1.00332549531951,8.02959087727779,-0.0479872733690556,0.481045103924126,1,"NS",2917,"scaffold_162","XRN2_DROME","X1WQ75","XRN 5'-3' exonuclease N-terminus,Xrn1 helical domain","Y"
"5914","g20832",1.02762771811385,0.855291520620958,0.0486940571386295,0.481463136432658,1,"NS",1199,"scaffold_921",NA,NA,NA,"N"
"5915","g22303",1.00424664098081,5.30155730041906,0.0464936234199237,0.481634644988081,1,"NS",906,"scaffold_650","CPPED_BOVIN","A0A087UVW0","Calcineurin-like phosphoesterase","Y"
"5916","g22039",-1.00395151108878,4.70686577042229,-0.046233145535858,0.481737459551098,1,"NS",1377,"scaffold_124","TRBID_DROME","A0A2J7PJA6","Ankyrin ubiquitin-binding domain,OTU-like cysteine protease","Y"
"5917","g16984",-1.03978461513226,2.40738261874387,-0.0560225085885333,0.481859263257141,1,"NS",2379,"scaffold_55",NA,NA,"Zinc knuckle","Y"
"5918","g4214",1.00717082938391,8.3956642194525,0.045841987665438,0.481891857894953,1,"NS",1983,"scaffold_28","PCKG_DROME","A0A139WEA4","Phosphoenolpyruvate carboxykinase N-terminal domain,Phosphoenolpyruvate carboxykinase C-terminal P-loop domain","Y"
"5919","g19939",-1.01455130648289,-0.719757599730188,-0.0451861270828155,0.482151362871753,1,"NS",8184,"scaffold_236","YI31B_YEAST","J9L878","RNase H-like domain found in reverse transcriptase,Integrase core domain,Integrase zinc binding domain,Reverse transcriptase (RNA-dependent DNA polymerase)","Y"
"5920","g18563",1.00296459412416,6.91983163955817,0.0450870267004652,0.482189865173877,1,"NS",1099,"scaffold_312","SERC_DROME","A0A2P8XZ63","Aminotransferase class-V","Y"
"5921","g4823",1.00859529441117,-0.934217109069416,0.0430790079409318,0.48298254537094,1,"NS",843,"scaffold_169",NA,NA,NA,"N"
"5922","g12206",1.00494303770075,3.0240197202496,0.0419068392893454,0.483445300563848,1,"NS",1464,"scaffold_449","WAT_DROME","A0A1J1IJD8","Male sterility protein","Y"
"5923","g12992",1.00892644495248,-1.25095726097596,0.0413514393257716,0.483664573168713,1,"NS",390,"scaffold_345",NA,NA,NA,"N"
"5924","g21640",-1.0036958544269,7.55148796544609,-0.0411793633122609,0.483732509496488,1,"NS",4041,"scaffold_352","IRS1_DROER","T1HCF6","PTB domain (IRS-1 type)","Y"
"5925","g9940",1.01032067802172,0.960440290905052,0.0399100779468674,0.484233661396203,1,"NS",739,"scaffold_80",NA,NA,NA,"N"
"5926","g5248",1.03777902402857,-0.128796340337187,0.0518443056148208,0.484297663890529,1,"NS",1116,"scaffold_814","CATA_ASCSU","A0A2J7REJ5","Catalase-related immune-responsive,Catalase","Y"
"5927","g14026",-1.00296087582075,6.89856493742806,-0.0397135803147558,0.484311230445688,1,"NS",9255,"scaffold_39","ZFHX4_CHICK","A0A482WFD4","Homeodomain,Zinc finger, C2H2 type","Y"
"5928","g20413",1.00813813317681,5.2513223070767,0.0395525678649673,0.484374803753552,1,"NS",1631,"scaffold_164","EST6_APIME","A0A2J7QKK3","Carboxylesterase family","Y"
"5929","g12994",-1.01032654862344,0.965618600968241,-0.0383641599834858,0.484844069752936,1,"NS",1368,"scaffold_723",NA,"J9MAL5","Major Facilitator Superfamily","Y"
"5930","g14138",-1.00357080464729,2.19470775986262,-0.0380328513993206,0.484974859380177,1,"NS",1203,"scaffold_3","ACH1_CAEEL","Q7PSA8","Neurotransmitter-gated ion-channel ligand binding domain","Y"
"5931","g2849",-1.00963293703181,4.895989504808,-0.0379530616379044,0.485006375288259,1,"NS",1371,"scaffold_89","LIP3_DROME","J9K0M1","alpha/beta hydrolase fold","Y"
"5932","g22823",-1.00391438006007,3.45234956082371,-0.0377937486630771,0.485069271740417,1,"NS",490,"scaffold_490",NA,NA,NA,"N"
"5933","g9729",1.00277529784409,5.8217478330609,0.0371673106795054,0.485316631893166,1,"NS",1156,"scaffold_192","ADK_MOUSE","A0A482VXW8","pfkB family carbohydrate kinase","Y"
"5934","g18527",1.0076680023695,0.191236913425385,0.0369295669449937,0.485410510991849,1,"NS",1030,"scaffold_273",NA,NA,NA,"N"
"5935","g15931",1.00688394308042,0.523044304286533,0.0363058831449227,0.485656791611875,1,"NS",439,"scaffold_432",NA,NA,NA,"N"
"5936","g20122",1.01610478424734,-1.90973326851274,0.0358765788555186,0.48588966838793,1,"NS",1329,"scaffold_333",NA,NA,NA,"N"
"5937","g4885",1.00855003070989,3.48986380551063,0.0352665600281474,0.486067217477467,1,"NS",479,"scaffold_584",NA,NA,NA,"N"
"5938","g22465",-1.01612336059188,5.80448666826033,-0.035172754960275,0.486185303596431,1,"NS",962,"scaffold_109",NA,NA,NA,"N"
"5939","g17123",-1.1735893698106,-1.93211200221586,-0.142608735425043,0.486710443990043,1,"NS",2203,"scaffold_388","TRP_DROME","A0A182KCS2","Transient receptor ion channel II,Ion transport protein","Y"
"5940","g4737",1.01124778112685,5.90479136692945,0.0325545541607053,0.487140135139692,1,"NS",1460,"scaffold_193","UD2B7_HUMAN","A0A2P8ZG78","UDP-glucoronosyl and UDP-glucosyl transferase","Y"
"5941","g16733",1.02399024617565,0.679413357251617,0.0372718832681068,0.487329359429206,1,"NS",623,"scaffold_211",NA,NA,NA,"N"
"5942","g12461",1.00548073200466,-0.612562977248693,0.0296923840084506,0.488268672347523,1,"NS",989,"scaffold_50",NA,NA,NA,"N"
"5943","g11694",-1.00712334304479,-0.483697509127392,-0.0296812451440434,0.488273075481713,1,"NS",197,"scaffold_1903",NA,NA,"heparan sulfate-N-deacetylase","Y"
"5944","g19723",-1.01688817012507,-1.48988633031831,-0.030655992899131,0.488444972962919,1,"NS",1346,"scaffold_207","RDX_DROME","R4G7P9","BTB/POZ domain","Y"
"5945","g20262",-1.00699672502186,0.764859192454742,-0.028340302339913,0.488802727893088,1,"NS",393,"scaffold_119","RENT1_DROME","A0A482WQE5","RNA helicase (UPF2 interacting domain)","Y"
"5946","g8423",-1.50623486149237,2.10680654421849,-0.271900573939924,0.488812798263,1,"NS",2572,"scaffold_232",NA,NA,"Immunoglobulin I-set domain","Y"
"5947","g9993",1.00508612852053,2.45557313153553,0.0257974131330282,0.489807176793111,1,"NS",1466,"scaffold_53",NA,NA,"Predicted AAA-ATPase","Y"
"5948","g17219",1.02893576579669,-0.757134339474752,0.0391246318830842,0.489956668293532,1,"NS",396,"scaffold_57",NA,"K7J0S2",NA,"Y"
"5949","g12266",-1.00858356813924,2.77212869908361,-0.0251891198074632,0.490049034357813,1,"NS",690,"scaffold_209",NA,NA,NA,"N"
"5950","g434",-1.00155668921212,6.55930232664459,-0.0234683065974595,0.490727246593337,1,"NS",2734,"scaffold_88","ARI5B_BOVIN","A0A482WXP3","ARID/BRIGHT DNA binding domain","Y"
"5951","g23495",1.0202009251742,-1.11835626553062,0.0297004221966939,0.491412895825796,1,"NS",494,"scaffold_1149",NA,NA,NA,"N"
"5952","g3503",-1.26257697647703,-0.157257839022035,-0.182968190678739,0.491556753837119,1,"NS",5368,"scaffold_10",NA,NA,"BTB/POZ domain,BTB And C-terminal Kelch","Y"
"5953","g8953",-1.00112966348563,7.11611340808354,-0.0209889865634716,0.491706712735703,1,"NS",1008,"scaffold_306","UBCD2_DROME","D6X1Y6","Ubiquitin-conjugating enzyme","Y"
"5954","g17642",1.00601993768993,-1.00028057969212,0.0199847273438397,0.492103685686878,1,"NS",529,"scaffold_448",NA,NA,NA,"N"
"5955","g17759",-1.00411781052935,0.643046697469375,-0.0130688037184852,0.494836410609632,1,"NS",767,"scaffold_186","PKH4B_HUMAN","J9JK61","RhoGEF domain","Y"
"5956","g18502",1.00454710832757,-0.678703206949176,0.0125029269441594,0.495063791914683,1,"NS",873,"scaffold_273",NA,NA,"Eukaryotic-type carbonic anhydrase","Y"
"5957","g20426",1.00128899966343,4.45279028580793,0.0122497622504524,0.495159561283771,1,"NS",2635,"scaffold_164","EST6_APIME","A0A2J7QKK3","Carboxylesterase family","Y"
"5958","g7685",-1.00154946925549,6.63003274113257,-0.0114325228356483,0.495482474652362,1,"NS",798,"scaffold_92",NA,"A0A482WG96","CRAL/TRIO domain","Y"
"5959","g5710",1.00432465932932,-1.46090476054268,0.0108507968934157,0.495727572447275,1,"NS",733,"scaffold_105",NA,NA,NA,"N"
"5960","g15275",-1.0020748577886,5.8947970598901,-0.00882632613081027,0.496512275713938,1,"NS",1535,"scaffold_336","MYRO1_BREBR","A0A482XDN5","Glycosyl hydrolase family 1","Y"
"5961","g14850",-1.0070293457341,-0.753896016419572,-0.0116686367931336,0.496677451486682,1,"NS",3866,"scaffold_386","POLX_TOBAC","A0A182GSW5","Integrase core domain,Reverse transcriptase (RNA-dependent DNA polymerase),gag-polypeptide of LTR copia-type","Y"
"5962","g3200",1.00196201047637,-1.11558226810821,0.00733473901536139,0.497101691099375,1,"NS",764,"scaffold_12",NA,NA,NA,"N"
"5963","g14532",-1.00004501037908,-0.889605546767579,-0.000203822788516666,0.499919458991229,1,"NS",1673,"scaffold_145",NA,NA,NA,"N"
"5964","g8982",0.999997332142127,0.377725887971261,0,0.500003730731644,1,"NS",1170,"scaffold_175",NA,NA,NA,"N"
"5965","g13655",-0.999729605021497,3.91648376343276,0,0.500343133645259,1,"NS",2481,"scaffold_117","TF3C3_HUMAN","T1I5H0","Tetratricopeptide repeat","Y"
"5966","g9910",-0.99983918551381,4.02765195662638,0,0.500809661094955,1,"NS",365,"scaffold_80","UBL3_HUMAN","R4FPF1","Ubiquitin-2 like Rad60 SUMO-like","Y"
"5967","g14376",0.999757510169116,5.80333379244228,0,0.501694461101666,1,"NS",8597,"scaffold_24","FBN2_HUMAN","J9K140","Calcium-binding EGF domain,Human growth factor-like EGF,Complement Clr-like EGF-like,Coagulation Factor Xa inhibitory site,TB domain,EGF domain,Fibrillin 1 unique N-terminal domain","Y"
"5968","g7611",-0.998472063873236,-1.36723143800221,0,0.502162054854697,1,"NS",331,"scaffold_663",NA,NA,"Phosphotyrosyl phosphate activator (PTPA) protein","Y"
"5969","g8044",-0.999314475046847,1.78922168902354,0,0.502310385005367,1,"NS",1192,"scaffold_258",NA,NA,NA,"N"
"5970","g23487",0.998731032665244,2.31392468740198,0,0.502415588579758,1,"NS",1134,"scaffold_48",NA,NA,NA,"N"
"5971","g4706",0.999292671763123,5.91743787589325,0,0.502659240212073,1,"NS",1758,"scaffold_181","TKFC_MOUSE","A0A067RGB2","Dak1 domain,DAK2 domain","Y"
"5972","g7474",-0.999027490282199,10.2422622437292,0,0.502776208791795,1,"NS",3540,"scaffold_520",NA,"T1H980",NA,"Y"
"5973","g14783",-0.997708203986009,4.24018044942687,0,0.503169392482684,1,"NS",535,"scaffold_34",NA,NA,NA,"N"
"5974","g12580",-0.998962863572055,4.51051085858727,0,0.503185664994185,1,"NS",1879,"scaffold_636",NA,"A0A1S3D4R8","Cell-cycle sustaining, positive selection,","Y"
"5975","g586",-0.997190803229326,-0.838582971801094,0,0.503374403292009,1,"NS",603,"scaffold_107",NA,NA,NA,"N"
"5976","g6063",0.995667261743471,0.95041986783108,0,0.503828571796992,1,"NS",1872,"scaffold_5",NA,NA,"BTB/POZ domain,BTB And C-terminal Kelch","Y"
"5977","g1385",-0.996022833158788,1.88274574934313,0,0.50456207047475,1,"NS",1978,"scaffold_20",NA,NA,NA,"N"
"5978","g11853",-0.996401705898017,-1.71344294161214,0,0.504863398734969,1,"NS",510,"scaffold_74",NA,NA,"Domain of unknown function (DUF4600)","Y"
"5979","g17046",-1.19960633958258,1.39786370361773,-0.144426739915789,0.504873637580168,1,"NS",4217,"scaffold_142","POLX_TOBAC","K7JB09","Integrase core domain,Reverse transcriptase (RNA-dependent DNA polymerase)","Y"
"5980","g9126",0.997031934647324,0.815333511840138,0,0.505230228460893,1,"NS",781,"scaffold_813",NA,NA,NA,"N"
"5981","g19069",-0.998563901353985,3.4662732049077,0,0.505256327962159,1,"NS",2138,"scaffold_38",NA,NA,NA,"N"
"5982","g23281",-0.998637400393298,2.6798520999224,0,0.505329577110111,1,"NS",524,"scaffold_399","NDK6_DANRE","A0A067QQH4","Nucleoside diphosphate kinase","Y"
"5983","g23118",-1.08139846376647,-1.42927236981931,-0.0739798406732786,0.505609234238591,1,"NS",2823,"scaffold_222",NA,NA,NA,"N"
"5984","g9186",-1.00440469644929,0.400014205556833,-0.00557609112798103,0.506521310310938,1,"NS",3034,"scaffold_757",NA,NA,NA,"N"
"5985","g18694",0.99680451487749,1.91732734965973,0,0.506842783422428,1,"NS",2088,"scaffold_45",NA,"A0A3R6LY08","Predicted AAA-ATPase","Y"
"5986","g16659",0.996340962134704,0.399910384243741,0,0.507169374176547,1,"NS",829,"scaffold_134",NA,NA,NA,"N"
"5987","g13565",-0.995270002451009,-0.868959739035205,0,0.50726954383985,1,"NS",807,"scaffold_407","CP4X1_RAT","J9K4T9","Cytochrome P450","Y"
"5988","g4767",-0.990839111886608,2.68137366059945,0,0.507429030567119,1,"NS",570,"scaffold_193",NA,NA,NA,"N"
"5989","g9914",-0.992825548466311,0.559811395514884,0,0.507496073539157,1,"NS",929,"scaffold_80",NA,NA,NA,"N"
"5990","g14589",1.01883202345588,3.36653599459532,0.0211479329652462,0.507574580893675,1,"NS",2241,"scaffold_96","PAO_PSESP","Q8XUN6",NA,"Y"
"5991","g12234",-0.989983230668329,4.05103365755493,0,0.507800466410058,1,"NS",424,"scaffold_167","CU08_LOCMI","B4KZG0","Insect cuticle protein","Y"
"5992","g3700",0.995142547588243,0.139475798812812,0,0.508203504927077,1,"NS",1200,"scaffold_396",NA,NA,NA,"N"
"5993","g19855",-0.995750303359738,0.33214375987092,0,0.508630562456829,1,"NS",1206,"scaffold_210","NCKX_DROME","A0A482X7R0","Sodium/calcium exchanger protein","Y"
"5994","g1485",-0.995806374444441,-0.518757623275818,0,0.509081023161749,1,"NS",2250,"scaffold_20","CC170_HUMAN","A0A482V931",NA,"Y"
"5995","g22037",-0.997339636856626,2.93187605871178,0,0.509564719810163,1,"NS",563,"scaffold_124",NA,"A0A1W4WF83","Zn-finger in Ran binding protein and others","Y"
"5996","g12627",0.995862484967447,5.71019134333374,0,0.510092621865957,1,"NS",1735,"scaffold_116","PPBT_CHICK","A0A1S3CWV3","Alkaline phosphatase","Y"
"5997","g6887",0.995008837205941,0.64440837161124,0,0.510492970950764,1,"NS",1533,"scaffold_26",NA,NA,NA,"N"
"5998","g16955",0.989672418720331,0.269158737017124,0,0.510990615798788,1,"NS",2064,"scaffold_55",NA,NA,NA,"N"
"5999","g6452",0.985560170997636,-0.545520266768214,0,0.51149473746499,1,"NS",720,"scaffold_184",NA,NA,NA,"N"
"6000","g13848",-1.10634495102211,1.41365100122292,-0.0878406327889967,0.512145936620809,1,"NS",806,"scaffold_1555","FAT2_DROME","A0A3Q0J8E7","Cadherin domain","Y"
"6001","g4763",0.991508819302501,-1.28296459676909,0,0.51240822300249,1,"NS",585,"scaffold_193",NA,NA,NA,"N"
"6002","g16331",0.993257732951526,1.89580134113651,0,0.51254904862451,1,"NS",2059,"scaffold_612",NA,NA,NA,"N"
"6003","g10877",-0.991082809754322,5.39146224522279,0,0.513198279973853,1,"NS",2175,"scaffold_1","OPS5_BEAB2","J9JXF2","Multicopper oxidase","Y"
"6004","g3709",0.991238510598706,-2.07216130420785,0,0.513563473027771,1,"NS",1751,"scaffold_999",NA,NA,"Predicted AAA-ATPase","Y"
"6005","g13512",-0.997924691358187,5.5618569966789,0,0.513932700192703,1,"NS",1339,"scaffold_266",NA,NA,"bZIP Maf transcription factor","Y"
"6006","g15894",-1.25204586435293,-1.08956064158045,-0.163011451605774,0.514443232272703,1,"NS",325,"scaffold_187",NA,NA,NA,"N"
"6007","g8568",-0.993798373880367,1.40037491924677,0,0.51489914530786,1,"NS",329,"scaffold_422","NCS2_CAEEL","A0A087ZRZ9","EF-hand domain pair","Y"
"6008","g12408",-0.9843196160206,-1.20546501315664,0,0.514967314438211,1,"NS",623,"scaffold_50",NA,NA,NA,"N"
"6009","g21544",-0.9911924083831,0.678910968787215,0,0.51566987795348,1,"NS",1054,"scaffold_495",NA,NA,"DM4/DM12 family","Y"
"6010","g11298",0.997356626380768,7.13569708220085,0,0.515705590028123,1,"NS",1360,"scaffold_73","ENTP5_CHICK","A0A2J7R2H4","GDA1/CD39 (nucleoside phosphatase) family","Y"
"6011","g14441",-1.00780781662927,0.289742484196394,-0.00849068476843459,0.515718796869247,1,"NS",1037,"scaffold_313",NA,NA,"Protein of unknown function (DUF1759)","Y"
"6012","g16092",-0.993036642707389,2.63333119053796,0,0.515801325352618,1,"NS",1562,"scaffold_191",NA,"J9M8W7","Immunoglobulin domain,CD80-like C2-set immunoglobulin domain","Y"
"6013","g19586",-0.987620665568187,7.23486012325126,0,0.515804823749248,1,"NS",726,"scaffold_233",NA,NA,NA,"N"
"6014","g2151",1.22006424274304,0.123013567802532,0.147761003887526,0.515826979333116,1,"NS",1965,"scaffold_1820","TOLL_DROME",NA,"Leucine rich repeat,Leucine rich repeat N-terminal domain,BspA type Leucine rich repeat region (6 copies)","Y"
"6015","g19099",-0.989866102235334,-0.115899918575586,0,0.516899535581445,1,"NS",914,"scaffold_38","LZTL1_BOVIN","A0A067RJQ2","Leucine zipper","Y"
"6016","g4223",-0.996699274459387,4.94905094334518,0,0.516971880762067,1,"NS",1948,"scaffold_28","PMGT1_BOVIN","A0A067RFT1","GNT-I family,Interleukin-like EMT inducer","Y"
"6017","g14174",0.991309638451937,2.02007287015767,0,0.517978909309107,1,"NS",418,"scaffold_3",NA,NA,NA,"N"
"6018","g9748",-0.990739291821313,-0.1401910959768,0,0.518021549930678,1,"NS",565,"scaffold_480",NA,"A0A1S4ELC7","7 transmembrane receptor (rhodopsin family)","Y"
"6019","g7442",-0.985339658494083,1.42804254956978,0,0.518866410524129,1,"NS",1213,"scaffold_208","PDFR_DROME","A0A482XIA4","Hormone receptor domain,7 transmembrane receptor (Secretin family)","Y"
"6020","g5368",-0.989052004575529,1.20660398273916,0,0.518957391191029,1,"NS",1949,"scaffold_841",NA,"J9JL93","THAP domain,DDE superfamily endonuclease,Helix-turn-helix of DDE superfamily endonuclease","Y"
"6021","g23200",-0.989860619560835,7.08877720752607,0,0.520528938227962,1,"NS",7768,"scaffold_67",NA,"A0A482XHE5","Serpin (serine protease inhibitor)","Y"
"6022","g15828",0.982607017473487,-0.546764794905137,0,0.523156194366257,1,"NS",1984,"scaffold_182","YVNF_AZOCH","H7EJ16","Predicted AAA-ATPase","Y"
"6023","g16512",0.9896044627778,2.37669203724195,0,0.524040832142314,1,"NS",1090,"scaffold_25",NA,NA,NA,"N"
"6024","g14574",-1.30440721168614,-1.64295782931269,-0.178298506164769,0.524250523997091,1,"NS",1318,"scaffold_665",NA,NA,"gag-polypeptide of LTR copia-type","Y"
"6025","g22582",-0.968882867701352,0.796224014544246,0,0.524330578490152,1,"NS",799,"scaffold_6",NA,NA,"Fic/DOC family","Y"
"6026","g19257",-0.989255081381457,1.31589668418592,0,0.524883603649234,1,"NS",6953,"scaffold_18","FAS_CHICK","A0A482WJG3","Beta-ketoacyl synthase, C-terminal domain,Ketoacyl-synthetase C-terminal extension,Polyketide synthase dehydratase,KR domain,Acyl transferase domain,Phosphopantetheine attachment site,Beta-ketoacyl synthase, N-terminal domain,Thioesterase domain","Y"
"6027","g6608",1.08352866940461,-0.687852785461835,0.0676158936766439,0.525077088008106,1,"NS",473,"scaffold_242",NA,NA,NA,"N"
"6028","g14511",-0.987813215015441,0.889399332788515,0,0.525100503982734,1,"NS",1120,"scaffold_145","TIPE_DROME","A0A1S3D2V6","Na+ channel auxiliary subunit TipE","Y"
"6029","g18391",0.975155584512635,-1.78559959451859,0,0.525454838393345,1,"NS",2839,"scaffold_566",NA,NA,"BTB/POZ domain","Y"
"6030","g9076",-0.995770888068166,5.85791349171661,0,0.525877721105953,1,"NS",393,"scaffold_475","Y9705_DROME","A0A437BKG8","'Cold-shock' DNA-binding domain","Y"
"6031","g15489",0.985032125620903,2.62479665230141,0,0.527391556260231,1,"NS",2453,"scaffold_29",NA,NA,"Predicted AAA-ATPase","Y"
"6032","g19399",-0.990762507670674,5.79012714294022,0,0.528087926634423,1,"NS",2001,"scaffold_7","VPS52_CANLF","A0A482WFX0","Vps52 / Sac2 family","Y"
"6033","g20887",-0.978099452847044,0.771679373833215,0,0.528872807101716,1,"NS",314,"scaffold_411",NA,NA,"WGR domain","Y"
"6034","g9537",0.996160434503293,-1.44492416187297,0,0.52915789837911,1,"NS",1733,"scaffold_101",NA,NA,NA,"N"
"6035","g8027",0.96888789702293,-0.358743532090858,0,0.529239990593701,1,"NS",1613,"scaffold_212","ESTF_MYZPE","A0A0M9A252","Carboxylesterase family","Y"
"6036","g13118",-0.985546682428087,-0.548382261558832,0,0.529436256630571,1,"NS",335,"scaffold_13",NA,NA,NA,"N"
"6037","g2616",-0.99131430375308,5.63077185659475,0,0.529514144277506,1,"NS",1461,"scaffold_241",NA,NA,"DNA polymerase subunit Cdc27","Y"
"6038","g19198",0.98559349488754,4.41851574659794,0,0.529573958218925,1,"NS",762,"scaffold_305",NA,NA,NA,"N"
"6039","g21324",-0.994825138405116,7.08642965028126,0,0.529650177186423,1,"NS",1282,"scaffold_43","ACO11_TRINI","J9K7R2","Fatty acid desaturase","Y"
"6040","g10411",0.976675291074242,0.554282473821774,0,0.529868701931675,1,"NS",1112,"scaffold_509",NA,NA,NA,"N"
"6041","g16897",-0.98611864267799,7.30818759742648,0,0.530637581528636,1,"NS",2352,"scaffold_8",NA,"A0A482X660","F-box-like","Y"
"6042","g8864",-0.981841129731759,-0.566201648043004,0,0.530815120884969,1,"NS",758,"scaffold_2","ACH1_CAEEL","A0A482XG53","Neurotransmitter-gated ion-channel transmembrane region","Y"
"6043","g1054",0.985795138975406,2.23615535067009,0,0.531173729641383,1,"NS",1529,"scaffold_197",NA,"A0A3M7R5S4","Predicted AAA-ATPase","Y"
"6044","g15066",0.987951672165285,1.00133361536439,0,0.531373260619249,1,"NS",1119,"scaffold_68","SPOPB_XENLA","E0VZ16","BTB/POZ domain","Y"
"6045","g2008",0.976250022440172,-1.39510166483378,0,0.532008066064151,1,"NS",260,"scaffold_581",NA,NA,"Integrase core domain","Y"
"6046","g16127",-0.95452405309799,-0.450279025521655,0,0.532241582186088,1,"NS",499,"scaffold_521",NA,NA,NA,"N"
"6047","g4965",-0.982615100813497,4.83851117271448,0,0.532250218395494,1,"NS",917,"scaffold_176","GOLI_DROME","J9K827","Ring finger domain","Y"
"6048","g21763",0.984169579656648,2.81439135432822,0,0.533597364568446,1,"NS",650,"scaffold_9","CALL3_MOUSE","A0A194PZQ7","EF-hand domain pair,EF hand","Y"
"6049","g7994",-0.98526103026409,7.22901202675961,0,0.533908721494143,1,"NS",749,"scaffold_212",NA,NA,NA,"N"
"6050","g11226",-0.994197834560283,4.2143461404831,0,0.53393459454401,1,"NS",1207,"scaffold_4","ASAH1_BALAS","A0A1S4EM94","beta subunit of N-acylethanolamine-hydrolyzing acid amidase,Linear amide C-N hydrolases, choloylglycine hydrolase family","Y"
"6051","g17345",1.1398032932817,-0.862811815466781,0.0978597431515398,0.534457997014886,1,"NS",2232,"scaffold_296",NA,NA,"Predicted AAA-ATPase","Y"
"6052","g7650",-0.990179557706638,3.47282233029829,0,0.534647598967969,1,"NS",1751,"scaffold_92","NGN1_DANRE","A0A2P8Z153","Helix-loop-helix DNA-binding domain","Y"
"6053","g18668",-0.980865981137133,0.946070525765026,0,0.535731058202296,1,"NS",457,"scaffold_45",NA,NA,NA,"N"
"6054","g8691",-0.978836367506968,-0.252291933867979,0,0.536116315714316,1,"NS",169,"scaffold_251",NA,NA,NA,"N"
"6055","g10109",-0.975504522822306,1.57486179032907,0,0.53667797562304,1,"NS",902,"scaffold_130","CHSTB_RAT","A0A482WH23","Sulfotransferase family","Y"
"6056","g2342",-0.992057011870354,5.92744246592648,0,0.536984203372309,1,"NS",944,"scaffold_474","ERL2B_XENLA","A0A026WP51","SPFH domain / Band 7 family","Y"
"6057","g11928",0.993309229184802,0.475889912388704,0,0.537155879768544,1,"NS",344,"scaffold_363",NA,NA,NA,"N"
"6058","g15074",0.988021019859604,4.87280650698339,0,0.537807271981255,1,"NS",709,"scaffold_68","CD63_MOUSE","J9JRP8","Tetraspanin family","Y"
"6059","g18197",-0.943005708655094,2.86570389994601,0,0.538006136931477,1,"NS",908,"scaffold_78",NA,NA,NA,"N"
"6060","g16722",-0.974784349900311,1.3061758131095,0,0.538560632782179,1,"NS",942,"scaffold_211",NA,"A0A482XPX0","Sperm tail,Sperm tail C-terminal domain","Y"
"6061","g5794",1.08275454121473,1.06367718397663,0.0621917228922911,0.54020318833047,1,"NS",1646,"scaffold_255","EST6_APIME","A0A067QXD4","Carboxylesterase family","Y"
"6062","g7413",0.965434850289878,-0.567451993747131,0,0.540209893338928,1,"NS",707,"scaffold_375",NA,NA,NA,"N"
"6063","g20020",0.949928086521024,1.74996317123678,0,0.540400157093057,1,"NS",2699,"scaffold_2052",NA,NA,NA,"N"
