gene	logFC	AveExpr	t	P.Value	adj.P.Val	de	seq.x	b.status.final	gene_len	seq.y	blast	diamond	pfam_acc	pfam_descr	ipr_acc	ipr_descr	GO	anno
g17239	3.78010946756807	-0.107540692311271	3.84814973417689	0.000359835903011639	0.0110557745302862	BM up	scaffold_180	A	783	scaffold_180	NA	NA	PF00194	Eukaryotic-type carbonic anhydrase	IPR001148	Alpha carbonic anhydrase domain	NA	Y
g18982	3.77916699648079	-4.78301932702654	5.87899711303691	1.74700485278988e-06	0.000366992903145371	BM up	scaffold_163	A	2486	scaffold_163	NA	A0A482WV26	NA	NA	NA	NA	NA	Y
g13998	3.76370102882507	-2.93901055983237	5.20049260749764	1.02301932612046e-05	0.000719138799443277	BM up	scaffold_39	A	622	scaffold_39	NA	NA	PF15868	Transcription activator MBF2	IPR031734	Transcription activator MBF2	NA	Y
g8534	3.74528166573481	0.687067990141705	4.45169606218755	7.36502975750714e-05	0.0032373875328254	BM up	scaffold_112	A	1585	scaffold_112	NA	A0A443QBM5	PF03184;PF04236	DDE superfamily endonuclease; Tc5 transposase C-terminal domain	IPR004875;IPR007350	DDE superfamily endonuclease domain; Transposase, Tc5, C-terminal	GO:0003676	Y
g19090	3.71713879375776	2.36502629266117	3.3043430494002	0.0014588259262082	0.0326177588896998	BM up	scaffold_38	A	1572	scaffold_38	NA	J9JWU1	PF00083;PF07690	Sugar (and other) transporter; Major Facilitator Superfamily	IPR005828;IPR011701	Major facilitator,  sugar transporter-like; Major facilitator superfamily	GO:0016021;GO:0022857;GO:0055085	Y
g10125	3.64577331701039	3.19589386712354	4.09782762728792	0.000186586175376372	0.0066095408712736	BM up	scaffold_130	A	513	scaffold_130	NA	A0A154PFP1	PF00188	Cysteine-rich secretory protein family	IPR014044	CAP domain	NA	Y
g9763	3.63102984316797	-1.81184933162833	3.59246730627068	0.00069535189626105	0.0183122847782101	BM up	scaffold_557	A	413	scaffold_557	NA	NA	PF10601	LITAF-like zinc ribbon domain	IPR006629	LPS-induced tumour necrosis factor alpha factor	NA	Y
g18498	3.61337188349118	-1.97749785315447	3.76984832961985	0.000439107674560537	0.0129411406992017	BM up	scaffold_273	A	1292	scaffold_273	NA	NA	PF00194	Eukaryotic-type carbonic anhydrase	IPR001148	Alpha carbonic anhydrase domain	NA	Y
g16230	3.58134778630843	1.53724354323457	3.98215960241711	0.000252257945305321	0.00827094744080932	BM up	scaffold_54	A	669	scaffold_54	TBB_PSEAM	A0A2P8YDV6	PF00091	Tubulin/FtsZ family, GTPase domain	IPR003008	Tubulin/FtsZ, GTPase domain	GO:0003924	Y
g14377	3.58088730278822	2.21046266158645	4.38585724597908	8.73586415782346e-05	0.00372221985554808	BM up	scaffold_24	A	2286	scaffold_24	PICO_DROME	A0A067QS64	PF07690	Major Facilitator Superfamily	IPR011701	Major facilitator superfamily	GO:0016021;GO:0055085	Y
g17870	3.55685483041445	1.70714782436415	3.15178889935542	0.00212986006634576	0.0442785408039154	BM up	scaffold_146	A	955	scaffold_146	C6A23_DROME	J9K6X1	PF00067	Cytochrome P450	IPR001128	Cytochrome P450	GO:0005506;GO:0016705;GO:0020037;GO:0055114	Y
g21646	3.55287465658762	2.46370526547316	3.22708868920614	0.00176186794797518	0.0379379098308935	BM up	scaffold_352	A	733	scaffold_352	NA	NA	PF01393	Chromo shadow domain	IPR008251	Chromo shadow domain	GO:0005634	Y
g5501	3.55150746132877	2.10370519445863	4.13671047884078	0.000168149892356707	0.00608776744552358	BM up	scaffold_27	A	762	scaffold_27	AQP4_MOUSE	A0A1S3DTF0	PF00230	Major intrinsic protein	IPR000425	Major intrinsic protein	GO:0015267;GO:0016020;GO:0055085	Y
g7359	3.54599956522864	2.52858188548439	3.35167240674748	0.00128465898674546	0.0296785796093906	BM up	scaffold_149	A	1656	scaffold_149	NA	NA	PF00379	Insect cuticle protein	IPR000618	Insect cuticle protein	GO:0042302	Y
g18649	3.50842880302614	0.255857100231821	4.9760329836489	1.84091112240656e-05	0.00111230435911026	BM up	scaffold_362	A	1101	scaffold_362	HSP7D_MANSE	A0A2C9GR94	PF00226;PF00012	DnaJ domain; Hsp70 protein	IPR001623;IPR013126	DnaJ domain; Heat shock protein 70 family	NA	Y
g11114	3.50405938774894	2.94970143647464	4.02919191345318	0.000222668977439944	0.0075051077358769	BM up	scaffold_165	A	906	scaffold_165	NA	NA	PF00089	Trypsin	IPR001254	Serine proteases, trypsin domain	GO:0004252;GO:0006508	Y
g1344	3.47923649329382	-0.226069197673651	3.4757289363062	0.000933906774399355	0.0232716686707569	BM up	scaffold_69	A	463	scaffold_69	NA	NA	PF01612	3'-5' exonuclease	IPR002562	3'-5' exonuclease domain	GO:0003676;GO:0006139;GO:0008408	Y
g10916	3.47599703614484	-3.34096126498072	3.72108017658981	0.000496444321534759	0.0142135707018177	BM up	scaffold_1	A	1824	scaffold_1	NA	X1XR80	PF15299;PF10551	Amyotrophic lateral sclerosis 2 chromosomal region candidate gene 8; MULE transposase domain	IPR029309;IPR018289	Calcium-responsive transcription factor; MULE transposase domain	NA	Y
g3672	3.47209575651017	-1.12932167838403	3.41977131556864	0.00107720327710209	0.0259131217098887	BM up	scaffold_269	A	2508	scaffold_269	NA	A0A0J7N0T9	NA	NA	NA	NA	NA	Y
g6128	3.45520557450953	1.71554536698591	3.65166956829206	0.000593693677177027	0.0162510151089094	BM up	scaffold_5	A	2867	scaffold_5	NA	NA	PF13855	Leucine rich repeat	IPR001611	Leucine-rich repeat	GO:0005515	Y
g11244	3.436425424164	-3.67757208645633	4.83176780677448	2.69008425220831e-05	0.00149535575693524	BM up	scaffold_4	A	876	scaffold_4	NA	NA	PF13873	Myb/SANT-like DNA-binding domain	IPR028002	Myb/SANT-like DNA-binding domain	NA	Y
g6509	3.43097356610812	0.800829174185636	6.51461690862287	3.45082819169179e-07	0.000115449374279822	BM up	scaffold_102	A	672	scaffold_102	NA	NA	PF00567	Tudor domain	IPR002999	Tudor domain	NA	Y
g3536	3.42543267673009	-3.14025204530364	4.40888205921564	8.20138027044592e-05	0.00353618462925718	BM up	scaffold_10	A	2196	scaffold_10	PPO2_DROME	A0A1A9WK14	PF03723;PF00372;PF03722	Hemocyanin, ig-like domain; Hemocyanin, copper containing domain; Hemocyanin, all-alpha domain	IPR005203;IPR000896;IPR005204	Hemocyanin, C-terminal; Hemocyanin/hexamerin middle domain; Hemocyanin, N-terminal	NA	Y
g16866	3.40484407902001	2.2564487776358	4.14257429811235	0.00016512071959939	0.00601425588766649	BM up	scaffold_8	A	982	scaffold_8	NA	A0A3Q0IU72	PF07525	SOCS box	IPR001496	SOCS box domain	NA	Y
g4019	3.39617416312363	1.83699489630164	4.00962149275143	0.000233845189106712	0.00780085142257511	BM up	scaffold_478	A	973	scaffold_478	5HT1R_DROME	A0A482X8L7	PF00001	7 transmembrane receptor (rhodopsin family)	IPR000276	G protein-coupled receptor, rhodopsin-like	GO:0004930;GO:0007186;GO:0016021	Y
g11115	3.36974955318952	2.66908068156424	4.05217212081315	0.0002091111063248	0.00720954436424396	BM up	scaffold_165	A	1220	scaffold_165	NA	NA	PF00089	Trypsin	IPR001254	Serine proteases, trypsin domain	GO:0004252;GO:0006508	Y
g3387	3.36754423636604	3.58015951488863	4.25629896460357	0.000122421727764015	0.00482683815503929	BM up	scaffold_84	A	1079	scaffold_84	KAPC1_DROME	A0A067RHU0	PF00069	Protein kinase domain	IPR000719	Protein kinase domain	GO:0004672;GO:0005524;GO:0006468	Y
g18002	3.35156734364234	4.58745347535418	3.93171248009938	0.000286333370799326	0.00911847167172837	BM up	scaffold_457	A	1068	scaffold_457	NA	E0W128	NA	NA	NA	NA	NA	Y
g13773	3.35002407117102	-4.87287401527206	5.93974270704275	1.4898267082897e-06	0.000336440116399522	BM up	scaffold_1833	A	1288	scaffold_1833	NA	K7JKD4	PF06109	Haemolysin E (HlyE)	IPR027018	Hemolysin E	GO:0009405;GO:0044179	Y
g882	3.34414962759599	5.3749147759755	3.37966933234263	0.00118785587224763	0.0278698755688645	BM up	scaffold_158	A	3005	scaffold_158	NA	A0A482XF45	PF12937	F-box-like	IPR001810	F-box domain	GO:0005515	Y
g8513	3.33001625674947	1.41053729589698	4.60908813418436	4.8329250822015e-05	0.00230373679512011	BM up	scaffold_1484	A	1055	scaffold_1484	MURF_BACSU	Q5GT47	PF01225;PF08245	Mur ligase family, catalytic domain; Mur ligase middle domain	IPR000713;IPR013221	Mur ligase, N-terminal catalytic domain; Mur ligase, central	GO:0005524;GO:0009058	Y
g17878	3.32266774876903	1.57279514122492	3.60817559410157	0.000661711438363796	0.0175028972847443	BM up	scaffold_146	A	2096	scaffold_146	CP4C1_BLADI	J9JU30	PF00067	Cytochrome P450	IPR001128	Cytochrome P450	GO:0005506;GO:0016705;GO:0020037;GO:0055114	Y
g6056	3.2971556173628	-2.1037482145302	3.96044058925743	0.000265379735586389	0.0086229321998268	BM up	scaffold_5	A	1543	scaffold_5	POL5_DROME	J9LCT9,J9L709	PF00078;PF00665;PF17921;PF17919	Reverse transcriptase (RNA-dependent DNA polymerase); Integrase core domain; Integrase zinc binding domain; RNase H-like domain found in reverse transcriptase	IPR000477;IPR001584;IPR041588;IPR041577	Reverse transcriptase domain; Integrase, catalytic core; Integrase zinc-binding domain; Reverse transcriptase/retrotransposon-derived protein, RNase H-like domain	GO:0015074	Y
g18285	3.29608638115324	4.95907672000641	3.55451565056576	0.000758974681094838	0.0196723623940593	BM up	scaffold_250	A	858	scaffold_250	TBA1_PNECA	M7AS14	PF00091	Tubulin/FtsZ family, GTPase domain	IPR003008	Tubulin/FtsZ, GTPase domain	GO:0003924	Y
g6879	3.29195531351141	3.73215235605297	3.88077367271846	0.000326558777750958	0.0102069392367626	BM up	scaffold_688	A	612	scaffold_688	CBX5_HUMAN	A0A1U7SRS6	PF01393;PF00385	Chromo shadow domain; Chromo (CHRromatin Organisation MOdifier) domain	IPR008251;IPR023780	Chromo shadow domain; Chromo domain	GO:0005634	Y
g16062	3.29183483070982	-1.89950051779843	3.14801090246536	0.00212614626484553	0.0442522562450454	BM up	scaffold_315	A	3547	scaffold_315	COPIA_DROME	J9KJ72	PF14223;PF07727;PF13976	gag-polypeptide of LTR copia-type; Reverse transcriptase (RNA-dependent DNA polymerase); GAG-pre-integrase domain	IPR013103;IPR025724	Reverse transcriptase, RNA-dependent DNA polymerase; GAG-pre-integrase domain	NA	Y
g15668	3.27481793777583	1.59064559971809	3.41465095518384	0.0010843434399016	0.0260501975867851	BM up	scaffold_674	A	2187	scaffold_674	NA	NA	PF00560	Leucine Rich Repeat	IPR001611	Leucine-rich repeat	GO:0005515	Y
g3352	3.26737975225018	-1.82598788691433	4.13920238053523	0.000166200746480543	0.00603330674682113	BM up	scaffold_135	A	1915	scaffold_135	NA	J9LS50	NA	NA	NA	NA	NA	Y
g18492	3.26705505541719	1.14420449624615	5.48080296089185	4.89130426618134e-06	0.000460241160796001	BM up	scaffold_273	A	1226	scaffold_273	NA	NA	PF00194	Eukaryotic-type carbonic anhydrase	IPR001148	Alpha carbonic anhydrase domain	NA	Y
g3253	3.26073713328478	-2.40080825889837	3.10431912246568	0.0023680745566408	0.0480153029632691	BM up	scaffold_12	A	318	scaffold_12	NA	NA	PF12906	RING-variant domain	IPR011016	Zinc finger, RING-CH-type	GO:0008270	Y
g15264	3.25172070373726	-3.52754518972107	3.93268775878998	0.000285047897750823	0.00909836629110664	BM up	scaffold_252	A	1577	scaffold_252	NA	A0A3Q0JFZ1	NA	NA	NA	NA	NA	Y
g18670	3.24994382174916	-0.812601629294713	3.27887178455813	0.00152830649671012	0.0337535271021577	BM up	scaffold_45	A	4419	scaffold_45	COPIA_DROME	J9KJ72	PF14223;PF07727;PF13976;PF00665	gag-polypeptide of LTR copia-type; Reverse transcriptase (RNA-dependent DNA polymerase); GAG-pre-integrase domain; Integrase core domain	IPR013103;IPR025724;IPR001584	Reverse transcriptase, RNA-dependent DNA polymerase; GAG-pre-integrase domain; Integrase, catalytic core	GO:0015074	Y
g14108	3.24145469990169	0.774168400588071	4.62251623724682	4.66037316370219e-05	0.00225118453410277	BM up	scaffold_710	A	1527	scaffold_710	NA	A0A232EGI7	NA	NA	NA	NA	NA	Y
g8643	3.23454157309218	1.37070223908595	3.38117593365953	0.00117916738959304	0.0277020000785278	BM up	scaffold_87	A	1155	scaffold_87	RDX_DROME	A0A139WMR0	PF00651	BTB/POZ domain	IPR000210	BTB/POZ domain	GO:0005515	Y
g17868	3.20013066373787	3.65085831497559	3.40548167507633	0.00110742825989806	0.0264640197662941	BM up	scaffold_146	A	949	scaffold_146	CP4G1_DROME	J9K6X1	PF00067	Cytochrome P450	IPR001128	Cytochrome P450	GO:0005506;GO:0016705;GO:0020037;GO:0055114	Y
g10146	3.18967596102326	1.54527204399404	3.55649551738819	0.000753016116679047	0.0196022898615615	BM up	scaffold_128	A	2455	scaffold_128	DCST2_HUMAN	A0A3Q0IUH5	PF07782	DC-STAMP-like protein	IPR012858	Dendritic cell-specific transmembrane protein-like	GO:0016021	Y
g15164	3.17647358844676	-0.73677559447097	3.44621515107585	0.000997742618439382	0.0245575179083459	BM up	scaffold_76	A	717	scaffold_76	DRGX_MOUSE	A0A2P8YW94	PF00046	Homeodomain	IPR001356	Homeobox domain	GO:0003677	Y
g21651	3.17237425503534	4.68490764948364	3.47722277029907	0.000921815999402882	0.0231620693257475	BM up	scaffold_939	A	1394	scaffold_939	NA	NA	PF07202	T-complex protein 10 C-terminus	IPR009852	T-complex protein 10, C-terminal domain	NA	Y
g18010	3.15294310868472	-0.539026672813283	3.08865015241455	0.00245160192380824	0.049211822617244	BM up	scaffold_575	A	4125	scaffold_575	POLX_TOBAC	A0A182H4X3	PF00098;PF07727;PF14223;PF00665;PF13976	Zinc knuckle; Reverse transcriptase (RNA-dependent DNA polymerase); gag-polypeptide of LTR copia-type; Integrase core domain; GAG-pre-integrase domain	IPR001878;IPR013103;IPR001584;IPR025724	Zinc finger, CCHC-type; Reverse transcriptase, RNA-dependent DNA polymerase; Integrase, catalytic core; GAG-pre-integrase domain	GO:0003676;GO:0008270;GO:0015074	Y
g22038	3.11880716699167	-0.586616678259859	4.08443162593633	0.000191395438618228	0.00672714006629748	BM up	scaffold_124	A	691	scaffold_124	NA	NA	PF00135	Carboxylesterase family	IPR002018	Carboxylesterase, type B	NA	Y
g11027	3.10461742570002	3.62584754413382	3.6356515696223	0.000613318743770519	0.0165623563900721	BM up	scaffold_1	A	787	scaffold_1	PLC1_CAEEL	A0A3S2LC05	PF01553	Acyltransferase	IPR002123	Phospholipid/glycerol acyltransferase	GO:0016746	Y
g8281	3.10290110282325	-2.84305635214155	3.81457093850837	0.000386404556915164	0.0116346412087156	BM up	scaffold_290	A	3103	scaffold_290	NA	NA	PF13927;PF07679	Immunoglobulin domain; Immunoglobulin I-set domain	IPR013098	Immunoglobulin I-set	NA	Y
g7150	3.09625760395761	4.2366642818274	3.4876930940531	0.000895747735823022	0.0226964636681328	BM up	scaffold_79	A	2130	scaffold_79	TRPC5_MOUSE	A0A154P203	PF00520;PF13606;PF08344	Ion transport protein; Ankyrin repeat; Transient receptor ion channel II	IPR005821;IPR002110;IPR013555	Ion transport domain; Ankyrin repeat; Transient receptor ion channel domain	GO:0005216;GO:0006811;GO:0016020;GO:0055085;GO:0005515	Y
g967	3.07888473275813	3.56597332336408	3.66895492871838	0.000562643868610796	0.0155097609541833	BM up	scaffold_253	A	2227	scaffold_253	ZNF43_HUMAN	J9L3G8	PF00096	Zinc finger, C2H2 type	IPR013087	Zinc finger C2H2-type	GO:0003676	Y
g7911	3.06526407562303	2.60224888074461	6.45255070498634	4.0300043616727e-07	0.000132374652359962	BM up	scaffold_46	A	1589	scaffold_46	NA	NA	PF09820	Predicted AAA-ATPase	IPR018631	AAA-ATPase-like domain	NA	Y
g3975	3.03885656824553	-0.132987216013252	3.37998641196003	0.00117608314538202	0.0276655183651974	BM up	scaffold_162	A	1490	scaffold_162	NKX21_HUMAN	A0A2J7PKS8	PF00046	Homeodomain	IPR001356	Homeobox domain	GO:0003677	Y
g14503	3.03649954041894	4.75549590149394	3.37130413318865	0.00120214511724926	0.0280593716902133	BM up	scaffold_145	A	671	scaffold_145	CF298_MOUSE	A0A2J7QUK7	PF11069	Protein of unknown function (DUF2870)	IPR021298	Cilia- and flagella-associated protein 298	GO:0003352	Y
g6037	3.03392541563063	2.62240869851713	4.05305890316774	0.000207506351162319	0.0071678962525783	BM up	scaffold_656	A	594	scaffold_656	CBX5_MOUSE	A0A212FMI2	PF01393;PF00385	Chromo shadow domain; Chromo (CHRromatin Organisation MOdifier) domain	IPR008251;IPR023780	Chromo shadow domain; Chromo domain	GO:0005634	Y
g9442	3.01538875375446	1.09688385671019	3.37151370485011	0.00120083446417207	0.0280593716902133	BM up	scaffold_340	A	3005	scaffold_340	TRPV6_HUMAN	T1HDJ1	PF00023;PF00520	Ankyrin repeat; Ion transport protein	IPR002110;IPR005821	Ankyrin repeat; Ion transport domain	GO:0005515;GO:0005216;GO:0006811;GO:0016020;GO:0055085	Y
g16058	3.00567226151137	3.96873615367061	4.05711451503817	0.000205244171714754	0.00711696968560219	BM up	scaffold_315	A	2934	scaffold_315	NCL1_CAEEL	A0A482WH67	PF01436;PF00643	NHL repeat; B-box zinc finger	IPR001258;IPR000315	NHL repeat; B-box-type zinc finger	GO:0005515;GO:0008270	Y
g11595	2.99652030401168	-3.17713267897455	3.63088179807959	0.0006194972399535	0.016679339995529	BM up	scaffold_1801	A	2521	scaffold_1801	NA	J9M2D0	PF03221;PF05225;PF03184	Tc5 transposase DNA-binding domain; helix-turn-helix, Psq domain; DDE superfamily endonuclease	IPR006600;IPR007889;IPR004875	HTH CenpB-type DNA-binding domain; DNA binding HTH domain, Psq-type; DDE superfamily endonuclease domain	GO:0003677;GO:0003676	Y
g18520	2.99197906416009	-3.6383416085818	4.1552320049082	0.000158769946707994	0.00582995499436306	BM up	scaffold_273	A	629	scaffold_273	NA	NA	PF00194	Eukaryotic-type carbonic anhydrase	IPR001148	Alpha carbonic anhydrase domain	NA	Y
g238	2.98503214022825	1.95396207800836	3.67599347195343	0.000551530869103278	0.0153527837923264	BM up	scaffold_137	A	893	scaffold_137	IFT46_DANRE	A0A2J7RTJ4	PF12317	Intraflagellar transport complex B protein 46 C terminal	IPR022088	Intraflagellar transport complex B protein 46	GO:0042073	Y
g6236	2.97792852015512	2.33198861783903	3.32008622493377	0.00136602028395208	0.0310421666036205	BM up	scaffold_582	A	5317	scaffold_582	NA	NA	PF07707;PF00651	BTB And C-terminal Kelch; BTB/POZ domain	IPR011705;IPR000210	BTB/Kelch-associated; BTB/POZ domain	GO:0005515	Y
g2808	2.97452085405884	-0.235158974898622	3.2790925000048	0.00151434767796924	0.0335272121938632	BM up	scaffold_817	A	1224	scaffold_817	MYRO1_BREBR	T1HZR0	PF00232	Glycosyl hydrolase family 1	IPR001360	Glycoside hydrolase family 1	GO:0004553;GO:0005975	Y
g10770	2.95965099165467	-1.37043391079312	3.45152769026771	0.000978943272623323	0.0242268344701547	BM up	scaffold_270	A	947	scaffold_270	NA	A0A1I8NJP5,A0A1U8N4S9	NA	NA	NA	NA	NA	Y
g16177	2.9551430824786	3.2210015815825	3.49795941653515	0.000869733830325417	0.0221304385614915	BM up	scaffold_54	A	978	scaffold_54	NA	A0A482X2H9	PF07898	Protein of unknown function (DUF1676)	IPR012464	Protein of unknown function DUF1676	NA	Y
g19111	2.95179607112548	-3.08072001140642	3.30735638870437	0.00140954905608628	0.0317517621536842	BM up	scaffold_38	A	1332	scaffold_38	NA	X1WMA8	PF00589	Phage integrase family	IPR002104	Integrase, catalytic domain	GO:0003677;GO:0006310;GO:0015074	Y
g8639	2.90619897872472	-3.54159693753852	3.74614791469906	0.000459680830858412	0.0134161452185591	BM up	scaffold_87	A	2221	scaffold_87	NA	J9KCA7	NA	NA	NA	NA	NA	Y
g9042	2.89893035549904	-2.63512849254128	3.94845201854968	0.000272084142371971	0.00877492101192166	BM up	scaffold_655	A	1530	scaffold_655	NA	A0A151IS28	PF12017;PF05485	Transposase protein; THAP domain	IPR021896;IPR006612	Transposase protein; THAP-type zinc finger	GO:0004803;GO:0006313;GO:0003676	Y
g2724	2.89518526112404	-1.34455292814387	3.56602451089513	0.000730106876643247	0.0191161026571549	BM up	scaffold_644	A	1595	scaffold_644	COPIA_DROME	H3HA27	PF13976;PF00665	GAG-pre-integrase domain; Integrase core domain	IPR025724;IPR001584	GAG-pre-integrase domain; Integrase, catalytic core	GO:0015074	Y
g16906	2.89221719355556	-2.48160383571028	3.68120671615608	0.000543298506084469	0.01517037219617	BM up	scaffold_8	A	1224	scaffold_8	NA	D6WTN9	NA	NA	NA	NA	NA	Y
g23321	2.88949195075369	3.08971420258357	4.29947555114369	0.000108667643549372	0.00436889888832709	BM up	scaffold_185	A	924	scaffold_185	NA	J9JJX7	PF00650	CRAL/TRIO domain	IPR001251	CRAL-TRIO lipid binding domain	NA	Y
g10865	2.87642186297882	2.80715881966006	3.87435234013534	0.000329750288319945	0.0102685133118498	BM up	scaffold_643	A	685	scaffold_643	NA	NA	PF00335	Tetraspanin family	IPR018499	Tetraspanin/Peripherin	GO:0016021	Y
g9701	2.86730812044517	-4.30613884332548	3.68833123497429	0.000533214414028661	0.0149581546643506	BM up	scaffold_784	A	2215	scaffold_784	THAP9_HUMAN	A0A151IM28	PF05485;PF12017	THAP domain; Transposase protein	IPR006612;IPR021896	THAP-type zinc finger; Transposase protein	GO:0003676;GO:0004803;GO:0006313	Y
g16046	2.85139543762914	-2.1884210902278	4.24364676966038	0.000125765098852035	0.00489670749107947	BM up	scaffold_225	A	980	scaffold_225	NA	NA	PF02661	Fic/DOC family	IPR003812	Fido domain	NA	Y
g22191	2.8472840423942	-1.75965750215723	3.2267739065402	0.00172056711229156	0.0372868157376091	BM up	scaffold_11	A	584	scaffold_11	NA	NA	PF00010	Helix-loop-helix DNA-binding domain	IPR011598	Myc-type, basic helix-loop-helix (bHLH) domain	GO:0046983	Y
g11243	2.82202470836966	-3.22134181388476	3.50771206827586	0.000846125481457771	0.0216517038923741	BM up	scaffold_4	A	955	scaffold_4	HARB1_MOUSE	J9JZE9	PF13359	DDE superfamily endonuclease	IPR027806	Harbinger transposase-derived nuclease domain	NA	Y
g14861	2.8107674651969	-4.87073226793771	5.80400827878205	2.11015910288818e-06	0.000401285624766083	BM up	scaffold_33	A	2292	scaffold_33	CMTR2_MOUSE	A0A2P8ZED2	PF01728	FtsJ-like methyltransferase	IPR002877	Ribosomal RNA methyltransferase FtsJ domain	GO:0008168;GO:0032259	Y
g3159	2.80994033569286	3.85093420475547	3.69960272741307	0.000517517668808658	0.0146773535395561	BM up	scaffold_597	A	986	scaffold_597	GDPD1_HUMAN	A0A067QFB7	PF03009	Glycerophosphoryl diester phosphodiesterase family	IPR030395	Glycerophosphodiester phosphodiesterase domain	GO:0006629;GO:0008081	Y
g6123	2.79494732025265	-1.65078063893616	3.83385961264394	0.000365859073197655	0.0111648817844406	BM up	scaffold_5	A	2610	scaffold_5	YRD6_CAEEL	A0A182PW13	PF00665	Integrase core domain	IPR001584	Integrase, catalytic core	GO:0015074	Y
g20857	2.78994915336019	3.56175474099644	4.94024760220976	2.01239812472826e-05	0.00117656907836054	BM up	scaffold_1493	A	1685	scaffold_1493	NA	NA	PF00651	BTB/POZ domain	IPR000210	BTB/POZ domain	GO:0005515	Y
g18519	2.78633855039108	-0.358640308363146	3.86439267327163	0.000338000574003665	0.0104739594681822	BM up	scaffold_273	A	2250	scaffold_273	NA	A0A2B4RXD0	PF13650	Aspartyl protease	NA	NA	NA	Y
g9804	2.78396201693658	3.0842760230152	6.42405803239674	4.3281786758881e-07	0.000139630135640347	BM up	scaffold_47	A	738	scaffold_47	TADBP_XENTR	T1HYV6	PF00076	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	IPR000504	RNA recognition motif domain	GO:0003676	Y
g19093	2.78090154894963	-3.57961362538652	3.94804492752036	0.000272002934191116	0.00877492101192166	BM up	scaffold_38	A	700	scaffold_38	NA	NA	PF13920	Zinc finger, C3HC4 type (RING finger)	NA	NA	NA	Y
g15418	2.77291323438399	0.905796723702468	6.28376829813991	6.1734805930536e-07	0.000174265781865791	BM up	scaffold_133	A	786	scaffold_133	NA	NA	PF00194	Eukaryotic-type carbonic anhydrase	IPR001148	Alpha carbonic anhydrase domain	NA	Y
g22024	2.7453514300247	-0.563293683585561	3.14691051116469	0.00209351314636337	0.0437241716788446	BM up	scaffold_124	A	1430	scaffold_124	COPIA_DROME	A0A182H8F8	PF07727	Reverse transcriptase (RNA-dependent DNA polymerase)	IPR013103	Reverse transcriptase, RNA-dependent DNA polymerase	NA	Y
g6157	2.74495017901376	-0.674336818797824	3.12614957401599	0.00220401798314995	0.0452989634625562	BM up	scaffold_5	A	346	scaffold_5	NA	A0A1I7VVH9	PF18701;PF03564;PF05585;PF17921;PF05380	Family of unknown function (DUF5641); Protein of unknown function (DUF1759); Putative peptidase (DUF1758); Integrase zinc binding domain; Pao retrotransposon peptidase	IPR040676;IPR005312;IPR008737;IPR041588;IPR008042	Domain of unknown function DUF5641; Protein of unknown function DUF1759; Peptidase aspartic, putative; Integrase zinc-binding domain; Retrotransposon, Pao	NA	Y
g6935	2.73979534437281	-4.29942751001566	4.2071258151948	0.000138271187224376	0.00527406995100238	BM up	scaffold_26	A	1389	scaffold_26	NA	NA	PF00191	Annexin	IPR018502	Annexin repeat	GO:0005509;GO:0005544	Y
g1751	2.72212187734516	-2.85925983769028	3.42286641461032	0.00104766376121409	0.0253714390215733	BM up	scaffold_1732	A	544	scaffold_1732	POLX_TOBAC	A0A0R3QAP5	NA	NA	NA	NA	NA	Y
g20136	2.71077579873216	1.26272717104864	3.38414187293872	0.00115517980001655	0.0273160710302344	BM up	scaffold_333	A	671	scaffold_333	NA	NA	PF00335	Tetraspanin family	IPR018499	Tetraspanin/Peripherin	GO:0016021	Y
g11699	2.7065881257147	-2.55258772917716	3.94991003905318	0.000270487626115085	0.00875740045411312	BM up	scaffold_168	A	3099	scaffold_168	POLX_TOBAC	X1XQX4	PF13976;PF00098;PF07727;PF14223	GAG-pre-integrase domain; Zinc knuckle; Reverse transcriptase (RNA-dependent DNA polymerase); gag-polypeptide of LTR copia-type	IPR025724;IPR001878;IPR013103	GAG-pre-integrase domain; Zinc finger, CCHC-type; Reverse transcriptase, RNA-dependent DNA polymerase	GO:0003676;GO:0008270	Y
g1818	2.70032945901513	-3.19167947344263	3.81714738622903	0.000381611182669029	0.0115674289028501	BM up	scaffold_229	A	535	scaffold_229	NA	NA	PF07679	Immunoglobulin I-set domain	IPR013098	Immunoglobulin I-set	NA	Y
g10325	2.67731365368619	5.24363493040563	3.33316761180409	0.00131268020772359	0.0300950261836731	BM up	scaffold_259	A	996	scaffold_259	NA	NA	PF14780	Domain of unknown function (DUF4477)	IPR027951	Domain of unknown function DUF4477	NA	Y
g10472	2.66168540911255	3.53043703936419	3.34888611611461	0.00126141307651614	0.0292913735737025	BM up	scaffold_23	A	594	scaffold_23	NA	NA	PF02809	Ubiquitin interaction motif	IPR003903	Ubiquitin interacting motif	NA	Y
g4217	2.64890938831613	-4.76192888010667	4.74158856185299	3.39247180603698e-05	0.00174612109767617	BM up	scaffold_28	A	2205	scaffold_28	NA	X1WKG5	PF04937;PF05699	Protein of unknown function (DUF 659); hAT family C-terminal dimerisation region	IPR007021;IPR008906	Domain of unknown function DUF659; HAT, C-terminal dimerisation domain	GO:0046983	Y
